order_item_id,order_id,item_id,size_id,quantity,price_at_time
8218,4130,7,19,3,7.02
8219,4131,17,51,2,5.51
8220,4131,18,53,3,9.01
8221,4132,4,11,2,11.15
8222,4133,11,32,2,11.34
8223,4134,17,51,2,5.51
8224,4135,14,42,3,13.7
8225,4136,4,10,2,6.89
8226,4136,20,60,1,12.23
8227,4136,12,34,3,18.33
8228,4137,15,44,1,8.36
8229,4138,8,23,1,16.36
8230,4138,9,27,3,10.83
8231,4138,14,40,2,6.75
8232,4139,3,9,3,13.91
8233,4139,19,57,2,9.39
8234,4140,13,39,3,9.68
8235,4140,18,52,3,5.28
8236,4141,5,15,1,12.81
8237,4141,9,25,1,18.6
8238,4141,4,10,2,6.89
8239,4142,11,33,3,15.68
8240,4142,3,9,1,13.91
8241,4143,4,12,1,19.06
8242,4143,8,22,2,15.06
8243,4143,2,5,3,14.74
8244,4144,2,5,1,14.74
8245,4144,7,21,3,13.85
8246,4144,2,4,2,13.38
8247,4145,5,14,3,18.78
8248,4145,12,35,1,13.89
8249,4145,13,37,1,15.82
8250,4146,17,51,1,5.51
8251,4146,13,37,2,15.82
8252,4147,7,19,3,7.02
8253,4147,16,46,3,18.68
8254,4147,12,34,3,18.33
8255,4148,6,16,1,18.54
8256,4148,14,40,2,6.75
8257,4148,16,46,1,18.68
8258,4149,5,15,3,12.81
8259,4150,1,1,3,11.51
8260,4151,18,53,2,9.01
8261,4152,10,29,2,12.51
8262,4152,6,17,2,14.18
8263,4153,12,35,2,13.89
8264,4153,2,4,3,13.38
8265,4154,14,41,3,5.25
8266,4154,15,44,1,8.36
8267,4154,16,47,1,13.21
8268,4155,10,28,3,10.9
8269,4156,12,34,1,18.33
8270,4157,8,23,1,16.36
8271,4157,20,60,2,12.23
8272,4157,8,22,1,15.06
8273,4158,4,11,3,11.15
8274,4158,6,17,1,14.18
8275,4158,8,24,2,16.24
8276,4159,11,31,3,12.13
8277,4159,14,41,3,5.25
8278,4159,17,49,2,14.69
8279,4160,6,17,1,14.18
8280,4160,14,41,3,5.25
8281,4161,6,16,3,18.54
8282,4162,17,51,3,5.51
8283,4163,2,6,3,6.59
8284,4163,5,14,3,18.78
8285,4164,2,4,2,13.38
8286,4164,15,45,3,19.74
8287,4164,2,6,1,6.59
8288,4165,17,51,1,5.51
8289,4165,8,23,3,16.36
8290,4166,7,21,3,13.85
8291,4166,10,28,3,10.9
8292,4167,3,9,1,13.91
8293,4167,12,34,2,18.33
8294,4167,9,26,3,14.89
8295,4168,13,37,1,15.82
8296,4168,1,2,3,7.73
8297,4169,1,2,2,7.73
8298,4169,4,12,3,19.06
8299,4169,8,24,2,16.24
8300,4170,17,51,2,5.51
8301,4171,18,54,2,9.04
8302,4172,10,28,3,10.9
8303,4173,13,37,3,15.82
8304,4174,14,42,1,13.7
8305,4175,14,41,1,5.25
8306,4175,17,49,3,14.69
8307,4175,15,44,2,8.36
8308,4176,17,49,1,14.69
8309,4177,13,39,2,9.68
8310,4178,18,53,3,9.01
8311,4179,15,43,1,11.91
8312,4179,9,26,1,14.89
8313,4180,8,24,2,16.24
8314,4180,10,30,2,9.99
8315,4181,4,12,2,19.06
8316,4181,15,45,1,19.74
8317,4182,10,29,2,12.51
8318,4183,7,19,3,7.02
8319,4183,11,31,3,12.13
8320,4183,3,8,2,9.21
8321,4184,10,28,3,10.9
8322,4185,19,57,1,9.39
8323,4185,15,44,1,8.36
8324,4185,17,49,2,14.69
8325,4186,10,28,2,10.9
8326,4187,20,60,1,12.23
8327,4188,11,32,1,11.34
8328,4189,10,29,3,12.51
8329,4189,13,39,1,9.68
8330,4190,17,49,3,14.69
8331,4190,5,15,3,12.81
8332,4191,9,26,3,14.89
8333,4191,11,31,2,12.13
8334,4191,15,43,3,11.91
8335,4192,9,25,1,18.6
8336,4192,2,5,3,14.74
8337,4192,3,9,3,13.91
8338,4193,19,56,1,9.11
8339,4194,18,53,3,9.01
8340,4195,17,49,1,14.69
8341,4195,5,14,3,18.78
8342,4195,11,31,1,12.13
8343,4196,5,15,2,12.81
8344,4196,6,16,1,18.54
8345,4196,2,4,1,13.38
8346,4197,10,29,2,12.51
8347,4197,3,9,1,13.91
8348,4198,19,57,3,9.39
8349,4199,5,15,1,12.81
8350,4199,1,2,1,7.73
8351,4200,13,39,2,9.68
8352,4200,3,8,1,9.21
8353,4201,3,9,1,13.91
8354,4201,10,30,1,9.99
8355,4202,5,15,3,12.81
8356,4202,3,7,1,15.71
8357,4202,14,41,3,5.25
8358,4203,12,35,2,13.89
8359,4203,19,55,1,12.34
8360,4203,13,38,2,19.05
8361,4204,16,48,2,13.18
8362,4205,19,55,2,12.34
8363,4206,20,58,2,19.27
8364,4207,2,6,2,6.59
8365,4207,3,7,2,15.71
8366,4208,14,40,1,6.75
8367,4208,3,8,1,9.21
8368,4209,20,58,2,19.27
8369,4209,10,29,2,12.51
8370,4209,15,44,1,8.36
8371,4210,6,16,1,18.54
8372,4211,8,23,1,16.36
8373,4211,5,13,2,9.31
8374,4211,17,50,1,15.34
8375,4212,6,18,3,15.32
8376,4212,15,43,1,11.91
8377,4212,10,29,3,12.51
8378,4213,6,18,1,15.32
8379,4213,17,49,2,14.69
8380,4213,11,33,2,15.68
8381,4214,14,41,2,5.25
8382,4214,11,31,3,12.13
8383,4215,14,40,1,6.75
8384,4215,5,13,2,9.31
8385,4216,4,12,3,19.06
8386,4217,8,23,2,16.36
8387,4217,19,56,2,9.11
8388,4218,17,51,3,5.51
8389,4218,19,55,1,12.34
8390,4218,5,15,2,12.81
8391,4219,17,50,1,15.34
8392,4220,4,12,3,19.06
8393,4221,7,21,1,13.85
8394,4221,15,43,2,11.91
8395,4222,5,15,1,12.81
8396,4222,7,19,2,7.02
8397,4222,9,25,3,18.6
8398,4223,10,29,2,12.51
8399,4224,20,59,1,6.03
8400,4224,13,38,3,19.05
8401,4224,12,35,1,13.89
8402,4225,13,39,3,9.68
8403,4225,1,3,1,9.97
8404,4226,15,43,3,11.91
8405,4226,13,39,1,9.68
8406,4227,3,9,3,13.91
8407,4227,20,60,1,12.23
8408,4227,14,40,2,6.75
8409,4228,13,39,1,9.68
8410,4229,15,43,2,11.91
8411,4229,6,18,1,15.32
8412,4230,15,43,1,11.91
8413,4230,8,23,2,16.36
8414,4231,7,21,1,13.85
8415,4232,13,38,3,19.05
8416,4232,3,9,2,13.91
8417,4232,8,24,3,16.24
8418,4233,9,26,1,14.89
8419,4233,3,8,1,9.21
8420,4233,18,53,2,9.01
8421,4234,3,8,2,9.21
8422,4234,2,4,1,13.38
8423,4235,1,3,3,9.97
8424,4235,18,52,2,5.28
8425,4235,8,22,1,15.06
8426,4236,3,8,2,9.21
8427,4236,18,52,2,5.28
8428,4236,13,38,2,19.05
8429,4237,3,7,1,15.71
8430,4238,14,42,1,13.7
8431,4238,12,36,1,10.05
8432,4238,11,31,1,12.13
8433,4239,14,42,1,13.7
8434,4240,2,6,3,6.59
8435,4241,10,28,1,10.9
8436,4241,6,16,1,18.54
8437,4242,1,1,1,11.51
8438,4242,17,50,1,15.34
8439,4243,20,58,2,19.27
8440,4243,13,37,3,15.82
8441,4243,4,11,2,11.15
8442,4244,19,57,3,9.39
8443,4244,18,53,2,9.01
8444,4244,7,21,2,13.85
8445,4245,20,58,3,19.27
8446,4245,13,38,3,19.05
8447,4245,2,5,1,14.74
8448,4246,19,57,3,9.39
8449,4246,4,11,3,11.15
8450,4247,15,44,1,8.36
8451,4247,6,18,1,15.32
8452,4247,2,4,1,13.38
8453,4248,3,9,2,13.91
8454,4249,1,3,3,9.97
8455,4249,6,16,3,18.54
8456,4249,17,50,3,15.34
8457,4250,12,34,2,18.33
8458,4251,13,39,3,9.68
8459,4252,5,13,1,9.31
8460,4253,3,7,2,15.71
8461,4253,17,51,3,5.51
8462,4254,16,47,3,13.21
8463,4254,5,14,1,18.78
8464,4254,13,37,1,15.82
8465,4255,11,33,1,15.68
8466,4256,18,53,2,9.01
8467,4256,15,45,2,19.74
8468,4256,6,16,2,18.54
8469,4257,5,13,1,9.31
8470,4257,14,42,3,13.7
8471,4257,18,52,3,5.28
8472,4258,5,13,1,9.31
8473,4258,18,52,3,5.28
8474,4258,6,18,3,15.32
8475,4259,17,51,1,5.51
8476,4260,3,7,2,15.71
8477,4260,14,40,2,6.75
8478,4261,12,36,3,10.05
8479,4261,17,51,2,5.51
8480,4261,7,21,1,13.85
8481,4262,20,58,2,19.27
8482,4262,19,56,1,9.11
8483,4262,3,7,1,15.71
8484,4263,18,52,2,5.28
8485,4263,10,30,2,9.99
8486,4264,9,27,1,10.83
8487,4264,1,2,3,7.73
8488,4264,5,14,1,18.78
8489,4265,16,47,1,13.21
8490,4265,18,53,3,9.01
8491,4265,10,28,3,10.9
8492,4266,3,8,3,9.21
8493,4267,8,23,3,16.36
8494,4267,10,29,2,12.51
8495,4268,11,33,1,15.68
8496,4268,5,14,3,18.78
8497,4269,15,43,2,11.91
8498,4269,17,49,3,14.69
8499,4270,7,20,3,12.01
8500,4271,10,30,2,9.99
8501,4271,13,39,2,9.68
8502,4272,14,40,1,6.75
8503,4272,18,54,3,9.04
8504,4273,15,44,1,8.36
8505,4273,13,38,3,19.05
8506,4274,15,45,3,19.74
8507,4275,7,19,1,7.02
8508,4275,11,31,3,12.13
8509,4276,3,9,3,13.91
8510,4277,14,40,3,6.75
8511,4278,15,44,2,8.36
8512,4278,1,2,1,7.73
8513,4278,14,42,3,13.7
8514,4279,12,35,3,13.89
8515,4279,18,53,1,9.01
8516,4280,18,54,2,9.04
8517,4281,17,50,2,15.34
8518,4282,12,36,3,10.05
8519,4283,5,15,2,12.81
8520,4283,17,51,1,5.51
8521,4284,19,57,1,9.39
8522,4285,4,11,1,11.15
8523,4285,9,27,3,10.83
8524,4285,20,58,1,19.27
8525,4286,13,37,1,15.82
8526,4286,18,54,1,9.04
8527,4287,16,46,3,18.68
8528,4288,8,23,1,16.36
8529,4289,3,8,1,9.21
8530,4289,11,33,3,15.68
8531,4289,15,43,1,11.91
8532,4290,14,42,2,13.7
8533,4290,9,26,1,14.89
8534,4290,2,4,1,13.38
8535,4291,6,17,2,14.18
8536,4292,12,34,2,18.33
8537,4293,4,12,1,19.06
8538,4293,8,24,1,16.24
8539,4294,13,37,1,15.82
8540,4294,13,38,2,19.05
8541,4294,6,18,2,15.32
8542,4295,19,56,2,9.11
8543,4296,12,36,2,10.05
8544,4296,12,34,1,18.33
8545,4296,18,54,1,9.04
8546,4297,20,59,1,6.03
8547,4298,16,48,3,13.18
8548,4298,1,2,1,7.73
8549,4298,19,57,1,9.39
8550,4299,12,36,3,10.05
8551,4299,2,6,3,6.59
8552,4299,17,51,1,5.51
8553,4300,8,24,2,16.24
8554,4300,8,22,2,15.06
8555,4301,14,42,1,13.7
8556,4301,11,31,2,12.13
8557,4302,10,29,1,12.51
8558,4302,11,31,2,12.13
8559,4303,16,46,2,18.68
8560,4303,6,17,1,14.18
8561,4303,16,47,1,13.21
8562,4304,10,29,1,12.51
8563,4304,15,45,3,19.74
8564,4304,11,33,1,15.68
8565,4305,17,51,2,5.51
8566,4305,13,38,3,19.05
8567,4305,9,26,2,14.89
8568,4306,8,23,1,16.36
8569,4307,15,43,3,11.91
8570,4307,7,19,3,7.02
8571,4308,16,48,3,13.18
8572,4309,19,55,3,12.34
8573,4310,12,36,1,10.05
8574,4311,5,15,1,12.81
8575,4311,20,58,2,19.27
8576,4311,10,30,3,9.99
8577,4312,4,10,1,6.89
8578,4312,13,38,3,19.05
8579,4312,17,49,1,14.69
8580,4313,5,13,2,9.31
8581,4314,7,19,2,7.02
8582,4314,14,42,1,13.7
8583,4315,19,55,1,12.34
8584,4315,2,6,3,6.59
8585,4316,3,8,2,9.21
8586,4317,19,57,3,9.39
8587,4318,16,47,2,13.21
8588,4319,9,25,3,18.6
8589,4320,14,42,3,13.7
8590,4320,20,58,2,19.27
8591,4320,4,10,1,6.89
8592,4321,4,12,2,19.06
8593,4322,19,57,3,9.39
8594,4322,6,16,1,18.54
8595,4322,6,17,3,14.18
8596,4323,15,45,2,19.74
8597,4323,12,36,2,10.05
8598,4323,14,42,2,13.7
8599,4324,5,14,3,18.78
8600,4325,18,54,3,9.04
8601,4325,12,35,3,13.89
8602,4326,6,17,2,14.18
8603,4326,3,7,3,15.71
8604,4327,2,4,1,13.38
8605,4327,10,28,3,10.9
8606,4328,9,25,2,18.6
8607,4328,4,10,2,6.89
8608,4328,18,54,3,9.04
8609,4329,14,40,3,6.75
8610,4330,11,31,2,12.13
8611,4331,14,42,1,13.7
8612,4332,16,47,3,13.21
8613,4332,17,51,2,5.51
8614,4332,16,47,3,13.21
8615,4333,3,8,1,9.21
8616,4333,13,39,2,9.68
8617,4334,13,37,3,15.82
8618,4334,1,1,2,11.51
8619,4334,7,20,3,12.01
8620,4335,10,29,3,12.51
8621,4335,17,49,2,14.69
8622,4335,18,53,2,9.01
8623,4336,17,51,2,5.51
8624,4336,14,41,3,5.25
8625,4337,14,41,3,5.25
8626,4337,11,33,1,15.68
8627,4337,1,1,3,11.51
8628,4338,8,22,2,15.06
8629,4339,13,39,3,9.68
8630,4339,12,34,1,18.33
8631,4340,18,54,1,9.04
8632,4340,3,7,3,15.71
8633,4340,14,42,1,13.7
8634,4341,2,4,3,13.38
8635,4341,15,44,1,8.36
8636,4341,14,42,2,13.7
8637,4342,13,37,1,15.82
8638,4342,16,47,3,13.21
8639,4342,5,15,1,12.81
8640,4343,8,23,1,16.36
8641,4344,20,60,1,12.23
8642,4344,15,43,3,11.91
8643,4344,6,17,2,14.18
8644,4345,12,35,1,13.89
8645,4345,12,35,2,13.89
8646,4346,18,53,1,9.01
8647,4346,17,51,2,5.51
8648,4346,18,53,3,9.01
8649,4347,6,17,3,14.18
8650,4347,4,10,3,6.89
8651,4347,10,30,1,9.99
8652,4348,2,5,2,14.74
8653,4349,5,14,1,18.78
8654,4349,5,13,1,9.31
8655,4350,8,23,3,16.36
8656,4350,2,5,2,14.74
8657,4350,13,38,1,19.05
8658,4351,16,48,3,13.18
8659,4351,1,3,2,9.97
8660,4351,12,35,2,13.89
8661,4352,16,46,2,18.68
8662,4353,20,58,1,19.27
8663,4353,1,2,3,7.73
8664,4354,17,51,3,5.51
8665,4354,6,18,1,15.32
8666,4354,15,45,2,19.74
8667,4355,20,59,3,6.03
8668,4356,11,32,1,11.34
8669,4356,14,41,3,5.25
8670,4356,4,10,3,6.89
8671,4357,16,47,3,13.21
8672,4358,11,31,1,12.13
8673,4358,6,17,3,14.18
8674,4358,4,11,3,11.15
8675,4359,19,55,1,12.34
8676,4359,11,33,2,15.68
8677,4360,14,40,1,6.75
8678,4361,1,1,2,11.51
8679,4361,19,57,3,9.39
8680,4362,3,9,1,13.91
8681,4362,6,16,2,18.54
8682,4363,5,13,3,9.31
8683,4363,14,40,1,6.75
8684,4364,12,35,1,13.89
8685,4364,4,12,2,19.06
8686,4364,11,32,3,11.34
8687,4365,1,2,3,7.73
8688,4365,13,38,1,19.05
8689,4366,8,22,1,15.06
8690,4366,4,11,2,11.15
8691,4366,4,11,3,11.15
8692,4367,19,56,1,9.11
8693,4367,1,3,3,9.97
8694,4367,12,36,1,10.05
8695,4368,10,30,3,9.99
8696,4368,8,24,1,16.24
8697,4368,5,13,1,9.31
8698,4369,14,41,2,5.25
8699,4369,11,31,2,12.13
8700,4370,5,14,3,18.78
8701,4370,9,27,2,10.83
8702,4371,5,15,1,12.81
8703,4371,8,23,1,16.36
8704,4371,2,4,2,13.38
8705,4372,1,3,1,9.97
8706,4372,8,22,3,15.06
8707,4372,15,43,1,11.91
8708,4373,12,34,3,18.33
8709,4373,4,11,3,11.15
8710,4374,14,42,2,13.7
8711,4374,20,59,3,6.03
8712,4374,20,60,2,12.23
8713,4375,14,40,2,6.75
8714,4376,3,7,1,15.71
8715,4377,2,6,2,6.59
8716,4377,15,43,2,11.91
8717,4378,6,16,1,18.54
8718,4378,20,60,2,12.23
8719,4379,4,11,3,11.15
8720,4380,3,7,1,15.71
8721,4381,16,48,2,13.18
8722,4381,14,42,3,13.7
8723,4382,2,4,2,13.38
8724,4382,4,10,2,6.89
8725,4382,6,17,3,14.18
8726,4383,17,49,1,14.69
8727,4383,9,27,3,10.83
8728,4383,2,5,2,14.74
8729,4384,4,10,2,6.89
8730,4384,16,47,3,13.21
8731,4384,1,3,2,9.97
8732,4385,17,50,2,15.34
8733,4385,2,6,3,6.59
8734,4386,1,2,2,7.73
8735,4387,15,45,2,19.74
8736,4387,16,46,3,18.68
8737,4388,18,54,3,9.04
8738,4389,10,28,3,10.9
8739,4390,18,53,3,9.01
8740,4391,2,4,1,13.38
8741,4392,1,3,2,9.97
8742,4393,13,39,2,9.68
8743,4394,2,6,3,6.59
8744,4394,12,36,1,10.05
8745,4395,13,39,1,9.68
8746,4395,9,25,3,18.6
8747,4396,6,18,3,15.32
8748,4396,20,59,1,6.03
8749,4396,15,44,1,8.36
8750,4397,9,25,3,18.6
8751,4397,11,31,3,12.13
8752,4398,4,10,2,6.89
8753,4399,17,49,2,14.69
8754,4399,7,21,1,13.85
8755,4400,4,10,3,6.89
8756,4400,9,25,2,18.6
8757,4401,17,51,1,5.51
8758,4401,1,2,3,7.73
8759,4402,5,14,1,18.78
8760,4402,3,7,2,15.71
8761,4402,19,55,1,12.34
8762,4403,7,21,2,13.85
8763,4403,12,34,3,18.33
8764,4404,15,43,2,11.91
8765,4404,12,35,3,13.89
8766,4405,16,48,2,13.18
8767,4405,13,38,2,19.05
8768,4406,13,38,2,19.05
8769,4406,2,6,3,6.59
8770,4406,19,55,1,12.34
8771,4407,19,57,3,9.39
8772,4407,18,54,2,9.04
8773,4408,3,7,3,15.71
8774,4408,20,59,2,6.03
8775,4408,10,29,1,12.51
8776,4409,12,34,1,18.33
8777,4409,5,13,3,9.31
8778,4409,3,8,2,9.21
8779,4410,8,22,1,15.06
8780,4410,16,47,1,13.21
8781,4411,5,15,1,12.81
8782,4412,20,58,2,19.27
8783,4413,10,30,1,9.99
8784,4413,18,53,1,9.01
8785,4413,16,46,1,18.68
8786,4414,3,9,1,13.91
8787,4414,3,9,2,13.91
8788,4414,5,14,3,18.78
8789,4415,11,31,1,12.13
8790,4415,19,57,1,9.39
8791,4415,8,23,1,16.36
8792,4416,1,3,2,9.97
8793,4416,7,19,2,7.02
8794,4417,17,51,2,5.51
8795,4417,8,22,3,15.06
8796,4417,18,54,1,9.04
8797,4418,14,41,3,5.25
8798,4419,12,36,1,10.05
8799,4419,5,15,2,12.81
8800,4420,2,5,2,14.74
8801,4420,3,9,1,13.91
8802,4421,7,21,1,13.85
8803,4421,19,55,1,12.34
8804,4422,1,3,2,9.97
8805,4422,19,56,3,9.11
8806,4423,4,10,1,6.89
8807,4423,16,48,2,13.18
8808,4423,14,42,2,13.7
8809,4424,2,4,3,13.38
8810,4425,4,10,1,6.89
8811,4426,20,60,3,12.23
8812,4427,8,22,3,15.06
8813,4427,16,47,1,13.21
8814,4428,5,15,3,12.81
8815,4428,17,49,2,14.69
8816,4428,18,53,2,9.01
8817,4429,3,9,1,13.91
8818,4430,18,52,3,5.28
8819,4430,7,20,2,12.01
8820,4431,6,18,3,15.32
8821,4432,9,27,1,10.83
8822,4432,6,16,2,18.54
8823,4432,20,59,3,6.03
8824,4433,8,23,1,16.36
8825,4433,1,3,1,9.97
8826,4433,9,25,3,18.6
8827,4434,13,38,1,19.05
8828,4434,15,44,3,8.36
8829,4434,4,10,1,6.89
8830,4435,1,1,3,11.51
8831,4436,17,49,2,14.69
8832,4436,2,5,1,14.74
8833,4436,4,11,2,11.15
8834,4437,9,26,2,14.89
8835,4437,11,33,2,15.68
8836,4437,8,24,1,16.24
8837,4438,14,40,3,6.75
8838,4438,2,5,2,14.74
8839,4438,4,10,1,6.89
8840,4439,7,20,3,12.01
8841,4439,18,52,1,5.28
8842,4439,8,24,3,16.24
8843,4440,18,52,2,5.28
8844,4440,20,59,2,6.03
8845,4441,6,18,2,15.32
8846,4442,1,3,2,9.97
8847,4443,5,13,3,9.31
8848,4443,5,14,3,18.78
8849,4444,6,18,2,15.32
8850,4444,17,51,2,5.51
8851,4444,18,54,3,9.04
8852,4445,20,60,2,12.23
8853,4445,1,2,2,7.73
8854,4445,12,36,2,10.05
8855,4446,17,50,2,15.34
8856,4446,7,21,2,13.85
8857,4446,8,24,2,16.24
8858,4447,9,25,1,18.6
8859,4448,11,31,2,12.13
8860,4449,13,37,2,15.82
8861,4449,16,48,3,13.18
8862,4449,1,3,2,9.97
8863,4450,20,58,1,19.27
8864,4450,17,50,1,15.34
8865,4450,2,6,2,6.59
8866,4451,10,29,1,12.51
8867,4452,15,43,1,11.91
8868,4452,2,6,2,6.59
8869,4452,15,45,1,19.74
8870,4453,9,25,3,18.6
8871,4454,15,44,3,8.36
8872,4455,11,31,2,12.13
8873,4456,1,3,2,9.97
8874,4456,9,26,1,14.89
8875,4457,20,60,1,12.23
8876,4457,9,27,3,10.83
8877,4457,17,50,3,15.34
8878,4458,3,8,1,9.21
8879,4458,7,19,1,7.02
8880,4458,18,52,2,5.28
8881,4459,18,53,3,9.01
8882,4460,1,3,1,9.97
8883,4461,4,11,2,11.15
8884,4461,16,46,2,18.68
8885,4462,2,6,1,6.59
8886,4462,5,14,1,18.78
8887,4462,6,18,3,15.32
8888,4463,2,5,2,14.74
8889,4464,20,58,2,19.27
8890,4464,6,16,1,18.54
8891,4464,17,49,2,14.69
8892,4465,9,27,3,10.83
8893,4466,4,11,3,11.15
8894,4466,16,47,2,13.21
8895,4466,4,12,3,19.06
8896,4467,17,49,2,14.69
8897,4468,14,40,2,6.75
8898,4469,6,18,1,15.32
8899,4469,7,21,3,13.85
8900,4469,4,11,1,11.15
8901,4470,13,37,1,15.82
8902,4470,4,11,2,11.15
8903,4470,9,27,1,10.83
8904,4471,9,26,1,14.89
8905,4472,10,28,1,10.9
8906,4472,19,57,3,9.39
8907,4473,5,15,2,12.81
8908,4473,5,13,3,9.31
8909,4473,12,36,3,10.05
8910,4474,18,53,3,9.01
8911,4474,18,52,1,5.28
8912,4474,11,31,1,12.13
8913,4475,7,19,1,7.02
8914,4475,4,10,1,6.89
8915,4475,2,5,1,14.74
8916,4476,5,15,1,12.81
8917,4476,16,48,3,13.18
8918,4477,8,24,3,16.24
8919,4478,13,38,2,19.05
8920,4478,15,45,2,19.74
8921,4478,6,17,1,14.18
8922,4479,1,3,2,9.97
8923,4479,2,4,2,13.38
8924,4480,17,51,3,5.51
8925,4480,2,4,2,13.38
8926,4481,17,49,2,14.69
8927,4482,20,60,2,12.23
8928,4482,1,3,1,9.97
8929,4483,11,32,2,11.34
8930,4484,19,55,2,12.34
8931,4484,20,60,3,12.23
8932,4485,10,30,2,9.99
8933,4485,12,36,1,10.05
8934,4486,6,17,2,14.18
8935,4486,20,59,3,6.03
8936,4487,5,14,1,18.78
8937,4487,15,45,1,19.74
8938,4488,1,1,3,11.51
8939,4489,10,28,1,10.9
8940,4490,5,13,1,9.31
8941,4491,1,1,2,11.51
8942,4491,18,53,1,9.01
8943,4492,19,55,1,12.34
8944,4493,1,1,3,11.51
8945,4493,14,41,1,5.25
8946,4493,17,51,1,5.51
8947,4494,11,31,3,12.13
8948,4495,3,7,1,15.71
8949,4495,8,23,2,16.36
8950,4496,6,18,2,15.32
8951,4496,13,38,2,19.05
8952,4496,16,47,1,13.21
8953,4497,6,16,1,18.54
8954,4497,10,30,2,9.99
8955,4497,2,4,3,13.38
8956,4498,14,42,1,13.7
8957,4499,10,28,3,10.9
8958,4500,14,40,1,6.75
8959,4501,7,20,2,12.01
8960,4501,11,32,2,11.34
8961,4502,11,31,2,12.13
8962,4503,2,6,2,6.59
8963,4504,17,50,3,15.34
8964,4505,15,43,2,11.91
8965,4505,12,36,2,10.05
8966,4505,4,11,3,11.15
8967,4506,16,48,3,13.18
8968,4506,8,22,3,15.06
8969,4506,16,48,2,13.18
8970,4507,13,38,2,19.05
8971,4508,17,49,2,14.69
8972,4508,2,6,2,6.59
8973,4508,16,46,1,18.68
8974,4509,9,27,1,10.83
8975,4509,11,32,2,11.34
8976,4509,9,26,2,14.89
8977,4510,5,15,1,12.81
8978,4510,18,52,1,5.28
8979,4511,6,17,1,14.18
8980,4512,8,22,3,15.06
8981,4512,12,34,2,18.33
8982,4513,6,18,2,15.32
8983,4514,19,56,3,9.11
8984,4515,5,15,2,12.81
8985,4515,14,42,3,13.7
8986,4516,2,6,2,6.59
8987,4516,2,4,2,13.38
8988,4516,1,2,1,7.73
8989,4517,14,42,1,13.7
8990,4518,1,2,2,7.73
8991,4518,12,36,2,10.05
8992,4519,5,13,3,9.31
8993,4519,19,56,1,9.11
8994,4520,6,16,1,18.54
8995,4520,7,20,1,12.01
8996,4520,12,36,3,10.05
8997,4521,17,50,3,15.34
8998,4521,4,10,3,6.89
8999,4521,1,1,2,11.51
9000,4522,12,36,3,10.05
9001,4522,10,29,3,12.51
9002,4523,7,21,3,13.85
9003,4523,1,2,1,7.73
9004,4523,8,22,2,15.06
9005,4524,9,26,2,14.89
9006,4524,2,5,3,14.74
9007,4525,18,54,2,9.04
9008,4525,5,14,2,18.78
9009,4526,6,18,3,15.32
9010,4527,12,34,3,18.33
9011,4527,16,46,2,18.68
9012,4527,6,18,2,15.32
9013,4528,10,29,2,12.51
9014,4528,6,17,2,14.18
9015,4528,12,35,3,13.89
9016,4529,13,37,3,15.82
9017,4529,11,31,1,12.13
9018,4529,10,28,1,10.9
9019,4530,20,60,2,12.23
9020,4530,8,24,2,16.24
9021,4531,13,37,1,15.82
9022,4531,13,39,1,9.68
9023,4532,14,41,2,5.25
9024,4532,16,47,3,13.21
9025,4533,8,23,2,16.36
9026,4533,13,39,3,9.68
9027,4534,1,2,1,7.73
9028,4534,6,17,3,14.18
9029,4534,19,56,2,9.11
9030,4535,1,3,1,9.97
9031,4535,5,13,2,9.31
9032,4536,13,39,2,9.68
9033,4536,8,24,2,16.24
9034,4537,14,41,1,5.25
9035,4537,4,10,3,6.89
9036,4537,7,20,3,12.01
9037,4538,13,37,2,15.82
9038,4538,6,18,3,15.32
9039,4538,1,3,1,9.97
9040,4539,7,20,2,12.01
9041,4539,19,57,2,9.39
9042,4540,9,25,2,18.6
9043,4541,10,28,1,10.9
9044,4541,9,25,1,18.6
9045,4542,16,47,3,13.21
9046,4542,10,28,1,10.9
9047,4542,20,58,3,19.27
9048,4543,8,23,3,16.36
9049,4543,9,25,1,18.6
9050,4544,15,43,1,11.91
9051,4544,3,7,2,15.71
9052,4545,9,27,3,10.83
9053,4545,6,17,3,14.18
9054,4546,7,20,3,12.01
9055,4546,4,11,1,11.15
9056,4547,4,10,1,6.89
9057,4547,20,58,1,19.27
9058,4547,2,5,1,14.74
9059,4548,8,24,1,16.24
9060,4549,16,47,3,13.21
9061,4549,12,36,2,10.05
9062,4549,11,33,3,15.68
9063,4550,6,17,1,14.18
9064,4551,19,57,3,9.39
9065,4551,6,16,2,18.54
9066,4551,10,29,1,12.51
9067,4552,7,19,2,7.02
9068,4552,18,52,1,5.28
9069,4552,14,42,1,13.7
9070,4553,7,20,1,12.01
9071,4553,10,28,2,10.9
9072,4554,14,40,2,6.75
9073,4555,7,21,3,13.85
9074,4556,5,14,1,18.78
9075,4557,12,35,2,13.89
9076,4557,3,8,1,9.21
9077,4558,5,13,1,9.31
9078,4559,1,3,2,9.97
9079,4560,12,34,2,18.33
9080,4560,3,8,2,9.21
9081,4561,12,35,2,13.89
9082,4561,18,53,2,9.01
9083,4562,15,45,1,19.74
9084,4563,15,43,3,11.91
9085,4564,2,4,3,13.38
9086,4564,10,30,2,9.99
9087,4565,7,19,1,7.02
9088,4565,11,33,2,15.68
9089,4565,10,30,1,9.99
9090,4566,11,33,1,15.68
