booking_id,user_id,show_id,booking_datetime,total_cost
3936,1328,7,2025-03-05 19:52:07,798.91
3937,1329,8,2025-02-24 16:59:25,748.55
3938,1330,8,2025-03-12 00:09:04,546.62
3939,1331,7,2025-03-05 11:53:42,321.53
3940,1331,6,2025-03-04 17:12:40,443.59
3941,1331,2,2025-02-16 04:39:57,980.94
3942,1331,9,2025-02-15 16:14:09,667.95
3943,1332,16,2025-03-09 11:02:01,970.04
3944,1332,15,2025-02-14 05:20:23,332.98
3945,1332,11,2025-02-28 10:50:38,540.39
3946,1332,6,2025-03-11 02:25:28,123.77
3947,1333,5,2025-03-07 06:07:59,923.85
3948,1334,15,2025-03-05 04:07:10,913.22
3949,1334,8,2025-03-01 09:28:21,118.32
3950,1334,10,2025-03-09 14:10:29,825.27
3951,1334,7,2025-02-12 22:00:59,398.0
3952,1334,6,2025-02-21 13:04:28,976.72
3953,1335,3,2025-03-08 13:43:01,143.97
3954,1335,7,2025-02-26 01:15:47,588.94
3955,1335,6,2025-03-05 20:13:58,178.07
3956,1335,1,2025-02-11 14:36:24,471.0
3957,1335,15,2025-02-23 13:29:14,762.68
3958,1336,13,2025-02-27 13:00:11,270.75
3959,1336,7,2025-03-10 18:05:32,956.51
3960,1337,11,2025-02-28 00:33:40,349.9
3961,1337,7,2025-02-19 14:32:52,411.69
3962,1337,2,2025-03-04 03:41:56,770.19
3963,1337,1,2025-02-25 10:11:22,571.82
3964,1338,9,2025-02-11 20:17:34,221.86
3965,1338,14,2025-03-12 01:23:25,699.52
3966,1338,4,2025-02-27 14:28:33,320.35
3967,1338,2,2025-02-12 10:39:51,876.28
3968,1338,1,2025-02-25 11:14:41,725.65
3969,1339,15,2025-03-02 11:14:03,689.25
3970,1339,7,2025-03-11 18:15:14,872.62
3971,1339,6,2025-02-19 13:35:25,507.03
3972,1339,13,2025-02-25 00:44:50,842.88
3973,1339,13,2025-02-23 05:08:33,273.37
3974,1340,10,2025-02-18 00:08:33,421.11
3975,1340,13,2025-03-10 20:10:59,110.41
3976,1340,1,2025-03-05 23:47:56,960.71
3977,1341,2,2025-02-16 19:16:17,616.53
3978,1342,3,2025-03-07 01:28:30,117.62
3979,1343,7,2025-02-23 06:25:45,110.2
3980,1343,12,2025-03-07 12:19:06,195.82
3981,1343,4,2025-03-09 21:48:01,887.69
3982,1343,6,2025-02-13 20:49:58,881.86
3983,1343,8,2025-02-11 12:50:18,312.67
3984,1344,16,2025-03-11 13:21:23,816.78
3985,1344,11,2025-02-19 13:00:45,279.56
3986,1344,2,2025-02-21 13:13:18,146.51
3987,1344,6,2025-02-16 10:57:25,134.38
3988,1345,6,2025-02-25 12:22:02,109.24
3989,1345,9,2025-03-09 02:32:29,419.27
3990,1346,11,2025-03-03 20:10:33,540.14
3991,1346,2,2025-02-25 16:19:39,703.42
3992,1346,13,2025-02-19 00:16:54,381.61
3993,1346,9,2025-03-07 15:12:42,107.48
3994,1346,9,2025-03-12 02:30:08,624.73
3995,1347,15,2025-02-27 20:42:04,646.34
3996,1348,9,2025-02-25 05:48:25,710.52
3997,1348,11,2025-03-10 05:20:21,217.96
3998,1348,15,2025-02-21 20:54:20,189.11
3999,1349,11,2025-02-23 12:07:51,386.95
4000,1349,1,2025-03-01 17:17:40,466.66
4001,1349,4,2025-02-22 00:59:23,461.27
4002,1349,4,2025-03-08 17:44:08,574.03
4003,1350,5,2025-02-21 16:47:47,763.48
4004,1350,14,2025-02-21 17:45:12,421.81
4005,1350,14,2025-02-15 21:59:45,628.2
4006,1350,4,2025-02-26 03:18:40,745.17
4007,1350,4,2025-02-27 18:19:23,262.24
4008,1351,11,2025-02-15 23:48:30,292.08
4009,1351,12,2025-03-10 12:50:17,148.24
4010,1352,1,2025-03-11 13:46:07,644.34
4011,1353,7,2025-02-25 20:29:15,724.45
4012,1353,6,2025-03-07 05:35:48,691.93
4013,1353,3,2025-02-24 22:52:43,520.4
4014,1354,11,2025-03-01 23:59:13,639.47
4015,1354,11,2025-02-24 22:35:11,745.08
4016,1354,9,2025-03-11 14:07:43,412.0
4017,1355,8,2025-02-28 14:21:08,169.51
4018,1355,4,2025-02-19 20:26:56,301.41
4019,1355,4,2025-02-19 12:41:31,989.17
4020,1356,16,2025-02-25 02:03:18,976.74
4021,1357,1,2025-02-21 19:20:47,933.3
4022,1357,10,2025-02-25 04:48:54,749.92
4023,1357,14,2025-03-05 09:07:13,692.04
4024,1357,2,2025-02-24 06:42:28,548.23
4025,1357,1,2025-03-11 13:58:13,205.82
4026,1358,14,2025-03-02 01:25:27,511.1
4027,1358,16,2025-02-26 09:04:15,333.06
4028,1358,12,2025-02-19 12:42:11,864.41
4029,1359,13,2025-02-20 04:47:14,642.95
4030,1359,8,2025-02-18 09:37:17,193.8
4031,1360,16,2025-03-10 00:26:38,854.31
4032,1360,5,2025-02-17 00:30:51,804.31
4033,1360,14,2025-02-12 19:54:58,788.38
4034,1360,14,2025-03-07 02:12:18,409.37
4035,1360,2,2025-03-09 10:25:20,424.56
4036,1361,7,2025-02-16 09:16:51,513.41
4037,1361,8,2025-03-05 14:10:43,127.18
4038,1361,11,2025-02-21 02:29:06,460.7
4039,1361,8,2025-03-03 10:09:18,946.02
4040,1361,7,2025-03-04 19:27:16,925.5
4041,1362,1,2025-03-09 03:57:52,474.46
4042,1362,8,2025-02-27 11:35:08,815.21
4043,1362,10,2025-02-16 19:10:54,841.92
4044,1362,2,2025-03-02 08:43:01,362.32
4045,1363,5,2025-02-27 11:38:14,295.55
4046,1363,7,2025-02-18 09:14:22,701.78
4047,1363,5,2025-02-18 15:43:32,377.19
4048,1364,12,2025-03-07 19:51:40,499.21
4049,1364,9,2025-02-19 21:48:50,920.34
4050,1364,14,2025-03-01 02:48:18,609.68
4051,1364,2,2025-03-07 18:24:16,129.13
4052,1365,2,2025-02-25 10:24:10,531.56
4053,1365,16,2025-02-20 14:51:05,579.68
4054,1366,9,2025-02-13 01:34:27,290.08
4055,1366,4,2025-02-26 07:51:31,675.43
4056,1366,3,2025-02-28 22:32:45,494.49
4057,1366,11,2025-02-28 12:49:16,969.5
4058,1367,2,2025-02-20 18:24:41,907.61
4059,1367,12,2025-02-24 08:38:14,870.27
4060,1367,1,2025-02-19 16:23:34,739.98
4061,1368,16,2025-02-22 09:50:32,204.7
4062,1368,5,2025-03-03 15:41:57,329.35
4063,1368,10,2025-03-04 08:32:44,881.64
4064,1368,12,2025-02-11 13:00:36,149.72
4065,1369,8,2025-03-07 10:58:40,889.01
4066,1369,16,2025-02-15 15:53:38,715.15
4067,1369,14,2025-02-12 04:16:33,199.69
4068,1369,6,2025-03-10 07:13:26,977.4
4069,1370,8,2025-02-25 17:09:53,736.06
4070,1370,15,2025-02-14 20:28:42,682.82
4071,1371,11,2025-02-25 08:48:31,371.66
4072,1371,4,2025-03-02 03:04:10,639.58
4073,1371,15,2025-03-07 17:12:59,939.68
4074,1372,5,2025-02-18 15:37:51,438.06
4075,1372,16,2025-02-20 11:29:16,565.12
4076,1372,8,2025-02-18 01:12:07,306.99
4077,1372,4,2025-03-09 04:40:11,529.2
4078,1373,13,2025-02-21 23:35:42,673.66
4079,1374,13,2025-02-28 06:39:29,555.1
4080,1374,10,2025-03-08 23:24:05,658.05
4081,1374,6,2025-03-03 00:51:13,721.46
4082,1375,1,2025-02-24 13:55:32,328.55
4083,1375,14,2025-03-08 14:31:40,183.92
4084,1375,3,2025-02-17 18:34:04,822.92
4085,1376,12,2025-02-14 05:18:15,913.55
4086,1377,6,2025-02-20 07:55:54,483.19
4087,1377,16,2025-03-09 12:07:57,273.55
4088,1377,1,2025-02-14 22:51:04,904.38
4089,1378,15,2025-03-11 19:53:05,790.62
4090,1378,11,2025-02-12 01:17:46,923.96
4091,1378,15,2025-02-17 02:24:50,823.11
4092,1378,10,2025-02-28 01:59:26,469.69
4093,1378,3,2025-02-18 20:45:53,261.35
4094,1379,6,2025-03-01 14:25:05,101.71
4095,1379,6,2025-02-11 12:21:11,172.22
4096,1379,5,2025-02-26 09:46:57,344.94
4097,1380,13,2025-02-17 13:50:27,705.99
4098,1380,11,2025-03-04 05:16:35,839.04
4099,1380,15,2025-03-12 11:29:07,752.5
4100,1381,14,2025-03-02 02:14:07,999.49
4101,1381,5,2025-02-23 05:53:32,274.25
4102,1381,1,2025-02-12 10:32:30,574.67
4103,1381,10,2025-03-04 20:42:27,813.01
4104,1381,7,2025-02-11 23:32:22,912.52
4105,1382,1,2025-02-24 11:10:47,122.78
4106,1382,8,2025-02-20 08:45:16,974.5
4107,1383,2,2025-03-10 16:03:00,157.19
4108,1383,14,2025-02-11 08:09:21,181.65
4109,1383,7,2025-02-28 08:42:18,479.97
4110,1383,10,2025-02-26 13:33:59,968.47
4111,1383,2,2025-02-25 16:48:52,828.43
4112,1384,2,2025-02-16 16:05:44,534.8
4113,1384,5,2025-03-09 12:43:56,974.85
4114,1385,3,2025-02-22 23:56:58,351.44
4115,1385,11,2025-02-20 10:05:55,956.06
4116,1385,8,2025-02-21 08:19:32,994.21
4117,1385,16,2025-02-13 15:01:09,933.2
4118,1385,12,2025-03-08 23:20:17,356.2
4119,1386,14,2025-02-16 05:48:18,767.45
4120,1386,3,2025-02-16 03:59:22,377.32
4121,1386,14,2025-02-13 18:13:31,160.05
4122,1387,13,2025-03-05 00:49:48,238.14
4123,1388,11,2025-02-13 22:57:02,610.12
4124,1389,11,2025-02-19 02:59:22,412.86
4125,1389,4,2025-03-04 11:40:27,735.13
4126,1390,11,2025-02-21 02:01:46,502.14
4127,1390,7,2025-02-22 04:13:45,629.52
4128,1391,10,2025-02-12 15:31:04,900.67
4129,1391,13,2025-02-13 19:55:42,119.19
4130,1391,13,2025-02-12 13:13:53,538.32
4131,1391,8,2025-03-02 04:12:55,830.82
4132,1391,10,2025-03-11 23:16:09,482.59
4133,1392,14,2025-02-27 14:01:30,250.75
4134,1393,4,2025-02-28 04:14:07,725.22
4135,1393,3,2025-03-08 23:15:02,823.45
4136,1393,8,2025-02-25 00:22:52,660.57
4137,1393,16,2025-02-27 23:47:10,418.2
4138,1394,6,2025-02-22 10:47:41,562.66
4139,1394,13,2025-02-11 11:10:40,108.9
4140,1394,5,2025-03-05 11:22:20,306.23
4141,1395,6,2025-03-09 19:41:23,603.68
4142,1395,8,2025-02-18 15:30:48,741.4
4143,1396,10,2025-02-14 05:54:50,757.19
4144,1397,5,2025-02-11 09:54:51,703.19
4145,1398,11,2025-03-10 21:59:35,537.31
4146,1398,8,2025-02-18 02:30:45,537.68
4147,1398,1,2025-02-13 00:43:38,756.66
4148,1398,8,2025-02-25 08:39:04,647.94
4149,1398,13,2025-03-07 20:29:34,362.88
4150,1399,3,2025-03-07 09:27:56,510.46
4151,1399,6,2025-02-23 20:48:05,400.09
4152,1399,12,2025-02-12 17:28:14,934.37
4153,1399,5,2025-03-08 05:52:58,792.6
4154,1399,16,2025-02-15 13:50:34,512.56
4155,1400,6,2025-02-14 09:58:12,141.73
4156,1400,7,2025-02-26 18:49:03,608.81
4157,1400,14,2025-02-11 23:11:56,912.12
4158,1400,3,2025-03-05 09:36:12,718.89
4159,1400,4,2025-03-07 07:03:12,600.17
4160,1401,10,2025-03-05 01:28:18,636.7
4161,1402,2,2025-02-22 01:09:02,165.52
4162,1402,2,2025-02-21 08:38:50,972.76
4163,1402,8,2025-03-05 23:13:43,460.78
4164,1402,14,2025-02-14 06:19:52,668.93
4165,1402,4,2025-02-28 22:52:31,282.68
4166,1403,1,2025-02-24 08:50:37,492.71
4167,1403,11,2025-03-05 23:59:31,797.89
4168,1403,14,2025-02-20 13:12:18,575.15
4169,1403,1,2025-02-19 11:21:29,926.44
4170,1404,13,2025-02-24 14:12:22,100.62
4171,1404,2,2025-03-07 21:14:59,379.93
4172,1404,7,2025-03-08 05:17:00,277.24
4173,1404,10,2025-02-10 23:59:37,338.37
4174,1405,1,2025-02-22 18:46:50,348.2
4175,1405,5,2025-03-06 05:25:20,334.02
4176,1405,13,2025-02-27 20:14:30,570.46
4177,1405,5,2025-02-12 16:11:17,571.87
4178,1406,7,2025-02-12 12:34:12,644.16
4179,1406,3,2025-02-11 19:23:31,632.45
4180,1406,1,2025-03-05 02:57:17,224.37
4181,1406,16,2025-03-05 14:16:38,858.78
4182,1406,14,2025-03-04 22:04:37,462.25
4183,1407,5,2025-03-08 01:42:51,381.91
4184,1407,16,2025-02-25 11:28:14,448.22
4185,1407,7,2025-02-19 03:40:24,930.39
4186,1408,14,2025-02-25 14:24:17,464.29
4187,1408,12,2025-03-10 12:45:14,805.02
4188,1408,7,2025-02-11 19:45:35,733.25
4189,1408,6,2025-03-05 23:57:31,782.66
4190,1408,5,2025-03-04 08:07:28,936.64
4191,1409,12,2025-03-02 19:57:47,233.28
4192,1409,10,2025-02-24 14:58:33,393.49
4193,1410,12,2025-02-13 22:32:01,897.67
4194,1410,1,2025-03-02 16:09:44,297.03
4195,1411,14,2025-03-12 07:03:54,860.2
4196,1411,15,2025-02-18 09:01:17,251.4
4197,1412,2,2025-03-01 22:46:51,940.83
4198,1412,15,2025-03-01 10:30:16,397.37
4199,1413,8,2025-02-12 15:44:19,837.04
4200,1414,9,2025-02-13 15:17:53,552.18
4201,1414,3,2025-02-12 07:32:43,994.22
4202,1414,13,2025-02-13 23:38:17,608.39
4203,1414,13,2025-02-28 18:39:50,692.87
4204,1414,8,2025-03-07 20:20:59,514.51
4205,1415,8,2025-02-19 22:55:06,991.54
4206,1416,5,2025-02-26 00:15:26,741.94
4207,1416,16,2025-03-04 01:36:41,444.46
4208,1416,16,2025-03-12 09:26:22,843.08
4209,1416,12,2025-03-04 11:21:01,835.76
4210,1416,3,2025-02-18 23:52:39,868.68
4211,1417,14,2025-02-23 23:28:11,873.71
4212,1417,11,2025-02-25 09:58:32,563.13
4213,1417,6,2025-02-13 11:25:32,831.51
4214,1417,14,2025-03-06 09:23:56,115.26
4215,1418,3,2025-02-24 00:56:10,589.72
4216,1418,4,2025-02-16 14:20:51,853.76
4217,1418,14,2025-02-13 11:46:56,336.05
4218,1418,10,2025-02-23 16:38:29,158.36
4219,1418,2,2025-02-24 21:35:16,793.47
4220,1419,12,2025-03-06 15:55:26,132.08
4221,1419,10,2025-02-12 05:59:25,568.48
4222,1419,12,2025-03-08 11:45:50,807.07
4223,1419,15,2025-02-14 21:33:48,295.12
4224,1419,16,2025-02-19 18:01:28,479.17
4225,1420,13,2025-02-20 14:43:27,393.09
4226,1420,15,2025-02-23 19:26:38,318.85
4227,1421,8,2025-02-23 11:57:02,853.94
4228,1421,13,2025-03-08 23:00:40,844.72
4229,1422,6,2025-02-14 23:06:23,276.39
4230,1422,9,2025-03-12 05:25:05,149.02
4231,1422,14,2025-02-20 15:03:44,898.51
4232,1422,4,2025-02-10 18:32:53,116.78
4233,1423,1,2025-03-04 09:02:53,462.49
4234,1423,15,2025-02-14 08:26:24,134.47
4235,1424,3,2025-02-20 02:44:52,515.88
4236,1425,2,2025-03-03 22:27:18,889.73
4237,1425,1,2025-02-15 04:39:07,700.48
4238,1425,9,2025-02-22 00:51:06,826.6
4239,1425,2,2025-02-12 07:55:17,494.79
4240,1426,10,2025-02-21 02:11:33,710.39
4241,1426,12,2025-03-06 07:04:18,328.95
4242,1426,8,2025-02-12 18:11:27,194.64
4243,1426,4,2025-03-03 05:42:58,305.55
4244,1426,9,2025-02-19 16:12:40,834.82
4245,1427,6,2025-03-07 10:34:24,796.12
4246,1427,2,2025-02-20 23:54:49,961.46
4247,1428,7,2025-02-23 06:43:49,295.28
4248,1428,1,2025-02-24 01:41:10,340.01
4249,1428,11,2025-03-03 12:28:25,323.75
4250,1429,4,2025-02-19 01:50:20,950.75
4251,1429,16,2025-03-09 03:44:45,225.52
4252,1429,15,2025-02-23 08:57:41,848.87
4253,1429,6,2025-02-26 14:25:10,773.6
4254,1429,10,2025-03-09 06:39:50,402.16
4255,1430,5,2025-02-11 08:28:49,374.27
4256,1430,13,2025-02-11 00:53:31,469.64
4257,1430,13,2025-02-13 13:28:06,380.53
4258,1430,13,2025-02-18 18:24:58,383.61
4259,1430,1,2025-03-04 00:41:04,136.84
4260,1431,9,2025-02-14 11:55:55,916.85
4261,1431,16,2025-03-09 03:54:38,119.94
4262,1432,16,2025-03-06 00:47:37,864.65
4263,1432,5,2025-02-25 10:46:18,998.83
4264,1433,4,2025-03-05 12:41:26,572.62
4265,1433,11,2025-02-20 05:53:31,558.3
4266,1434,3,2025-02-19 18:24:47,228.85
4267,1434,1,2025-03-10 16:28:00,958.84
4268,1434,11,2025-02-13 15:51:31,729.41
4269,1434,13,2025-03-06 22:05:45,116.84
4270,1434,15,2025-02-28 13:50:06,963.15
4271,1435,15,2025-02-25 18:56:42,580.2
4272,1435,2,2025-03-09 22:40:00,388.65
4273,1435,4,2025-02-19 13:12:53,899.09
4274,1435,6,2025-03-11 06:18:17,335.57
4275,1436,2,2025-02-12 11:21:02,217.44
4276,1436,9,2025-02-23 07:32:20,296.25
4277,1436,9,2025-02-23 16:20:10,264.66
4278,1437,4,2025-03-05 16:24:35,328.07
4279,1437,9,2025-02-23 09:54:42,118.08
4280,1437,5,2025-03-11 04:03:07,591.13
4281,1437,15,2025-03-09 15:21:06,211.6
4282,1438,1,2025-03-07 02:30:56,654.36
4283,1439,14,2025-03-07 15:17:28,460.21
4284,1439,10,2025-03-04 17:02:32,569.37
4285,1439,4,2025-02-17 23:03:11,721.51
4286,1439,7,2025-02-15 19:42:19,542.98
4287,1439,5,2025-02-26 15:22:42,492.92
4288,1440,15,2025-03-02 12:47:28,164.81
4289,1440,1,2025-03-12 00:58:49,648.99
4290,1440,16,2025-02-15 09:09:50,596.01
4291,1440,11,2025-02-24 22:48:40,939.83
4292,1441,7,2025-02-15 05:11:26,485.4
4293,1441,1,2025-02-13 18:49:43,105.38
4294,1441,13,2025-02-17 08:46:29,910.93
4295,1442,11,2025-02-20 16:57:13,825.16
4296,1442,2,2025-03-10 07:31:01,562.96
4297,1443,2,2025-03-01 16:11:50,286.88
4298,1444,1,2025-03-11 06:08:55,111.14
4299,1444,15,2025-02-26 18:37:42,539.85
4300,1445,4,2025-03-02 17:54:42,900.66
4301,1445,9,2025-02-19 01:56:52,883.05
4302,1446,11,2025-03-05 21:11:46,395.6
4303,1446,16,2025-03-09 09:53:13,568.69
4304,1446,10,2025-03-01 00:46:17,948.82
4305,1447,5,2025-02-21 02:29:31,482.29
4306,1447,14,2025-02-26 16:20:02,878.69
4307,1448,16,2025-02-10 20:53:15,623.68
4308,1448,12,2025-02-20 07:47:22,460.56
4309,1448,11,2025-03-07 15:53:16,780.69
4310,1448,9,2025-02-19 05:22:07,342.02
4311,1449,14,2025-02-26 02:23:23,698.66
4312,1450,2,2025-02-15 01:37:26,668.31
4313,1450,5,2025-02-28 20:16:42,372.91
4314,1451,5,2025-02-17 12:36:28,629.07
4315,1451,9,2025-02-17 04:55:08,791.22
4316,1451,6,2025-03-03 08:34:17,925.93
4317,1452,6,2025-02-16 09:26:16,850.4
4318,1453,4,2025-03-03 23:09:16,642.25
4319,1453,10,2025-02-27 01:21:29,494.85
4320,1453,13,2025-02-15 02:10:18,462.09
4321,1453,16,2025-02-17 11:25:16,752.58
4322,1453,3,2025-02-17 01:25:01,662.97
4323,1454,4,2025-02-12 13:46:11,149.75
4324,1455,3,2025-03-09 12:02:40,381.46
4325,1455,2,2025-03-09 02:36:26,535.29
4326,1455,2,2025-03-06 03:09:59,738.97
4327,1456,5,2025-02-21 16:13:32,582.77
4328,1457,8,2025-02-13 12:19:38,625.28
4329,1457,4,2025-03-08 00:52:21,497.27
4330,1457,6,2025-03-07 15:26:06,580.1
4331,1457,15,2025-02-18 19:38:26,137.3
4332,1457,13,2025-02-17 22:50:32,540.65
4333,1458,16,2025-03-08 13:09:46,169.0
4334,1458,14,2025-03-07 19:05:37,381.19
4335,1458,11,2025-03-03 10:45:31,376.33
4336,1459,10,2025-02-12 16:03:05,636.0
4337,1459,4,2025-02-12 14:10:23,608.85
4338,1459,12,2025-02-27 03:51:45,235.9
4339,1459,5,2025-02-19 17:36:21,762.08
4340,1459,3,2025-03-12 03:37:34,458.26
4341,1460,8,2025-03-02 00:18:18,561.21
4342,1461,7,2025-02-13 02:21:12,877.27
4343,1461,6,2025-02-25 07:16:37,348.98
4344,1462,4,2025-03-08 20:57:43,707.58
4345,1462,12,2025-03-02 10:27:30,557.1
4346,1463,7,2025-03-11 03:45:45,757.63
4347,1463,8,2025-03-11 19:07:09,298.83
4348,1464,14,2025-03-08 20:07:49,651.92
4349,1464,5,2025-02-20 06:23:09,707.56
4350,1464,6,2025-03-09 19:15:02,120.47
4351,1465,13,2025-03-01 08:05:22,533.16
4352,1465,10,2025-03-03 08:22:25,190.37
4353,1465,9,2025-03-07 04:56:54,254.07
4354,1466,4,2025-02-13 11:35:20,273.48
4355,1466,2,2025-02-18 11:14:04,796.52
4356,1467,10,2025-02-19 21:00:25,739.15
4357,1467,9,2025-03-10 20:52:35,420.16
4358,1467,12,2025-02-20 18:48:48,148.46
4359,1467,9,2025-02-20 11:16:30,976.86
4360,1467,5,2025-03-07 21:41:34,735.7
4361,1468,6,2025-03-10 05:24:50,819.86
4362,1468,13,2025-02-11 09:57:56,559.32
4363,1469,11,2025-02-11 20:40:22,988.88
4364,1469,7,2025-03-05 01:39:51,718.3
4365,1470,9,2025-03-07 10:13:23,967.08
4366,1470,1,2025-03-01 21:14:28,980.62
4367,1470,15,2025-02-26 03:39:03,832.57
4368,1470,10,2025-03-09 01:25:37,913.11
4369,1470,12,2025-03-04 10:28:05,768.03
4370,1471,1,2025-02-25 05:32:46,438.14
4371,1471,8,2025-02-15 19:58:42,893.43
4372,1471,2,2025-02-23 16:20:31,347.49
4373,1472,5,2025-02-11 05:14:38,660.47
4374,1473,4,2025-03-10 16:00:37,347.78
4375,1473,1,2025-02-18 08:18:52,868.21
4376,1473,6,2025-03-01 22:19:09,569.4
4377,1474,16,2025-02-13 20:30:01,202.57
4378,1475,7,2025-03-07 03:27:25,989.04
4379,1475,16,2025-03-06 06:20:26,852.24
4380,1476,9,2025-02-11 16:29:16,837.32
4381,1476,3,2025-03-03 12:55:09,431.89
4382,1476,11,2025-02-26 23:34:30,110.38
4383,1477,12,2025-03-08 17:19:36,621.69
4384,1477,10,2025-02-18 14:50:59,864.06
4385,1477,13,2025-02-24 00:56:29,296.51
4386,1477,16,2025-03-02 11:16:42,107.43
4387,1478,16,2025-02-17 05:40:22,131.22
4388,1478,5,2025-02-12 02:21:36,463.2
4389,1479,16,2025-02-12 21:07:51,630.12
4390,1479,2,2025-02-18 17:16:49,397.65
4391,1480,1,2025-02-12 21:27:02,527.42
4392,1480,4,2025-02-28 00:08:51,532.25
4393,1480,1,2025-03-12 04:18:35,684.74
4394,1480,7,2025-02-18 13:06:48,519.64
4395,1481,14,2025-02-28 00:02:28,122.78
4396,1481,7,2025-02-26 05:59:30,365.7
4397,1481,5,2025-02-13 00:01:19,559.47
4398,1482,13,2025-02-17 11:43:00,933.58
4399,1483,10,2025-02-12 19:44:47,524.24
4400,1484,16,2025-02-16 17:13:48,533.33
4401,1484,4,2025-02-24 01:37:13,987.43
4402,1485,5,2025-03-01 10:42:26,328.66
4403,1485,7,2025-03-02 00:57:22,602.4
4404,1485,4,2025-03-07 01:38:47,613.43
4405,1486,14,2025-02-15 15:11:59,185.15
4406,1486,13,2025-02-19 20:42:36,473.15
4407,1486,3,2025-02-18 08:38:03,177.78
4408,1486,16,2025-03-04 09:14:35,591.02
4409,1487,6,2025-03-08 01:16:20,312.22
4410,1487,16,2025-03-05 09:40:50,457.8
4411,1487,4,2025-02-28 07:23:07,505.71
4412,1487,12,2025-02-13 09:07:33,522.98
4413,1488,5,2025-03-05 12:20:36,136.61
4414,1488,5,2025-02-10 18:01:09,662.14
4415,1488,2,2025-03-12 05:35:32,494.45
4416,1488,3,2025-03-07 16:49:13,529.63
4417,1489,2,2025-03-07 03:36:08,473.45
4418,1489,10,2025-02-21 17:15:27,837.39
4419,1490,12,2025-02-12 11:53:52,852.13
4420,1490,1,2025-02-26 05:37:25,749.83
4421,1490,16,2025-02-22 01:55:41,261.69
4422,1490,5,2025-03-05 15:59:00,991.08
4423,1490,14,2025-03-06 07:40:31,362.14
4424,1491,15,2025-03-04 11:29:23,571.66
4425,1491,14,2025-03-11 07:09:59,583.55
4426,1492,13,2025-02-26 11:29:26,167.82
4427,1492,11,2025-03-07 00:49:37,291.18
4428,1492,6,2025-02-26 00:03:01,832.91
4429,1493,11,2025-03-07 03:32:16,329.72
4430,1493,14,2025-02-14 19:32:46,687.75
4431,1493,10,2025-02-17 00:05:26,633.4
4432,1494,7,2025-02-20 14:28:05,181.34
4433,1494,2,2025-02-15 07:50:43,487.66
4434,1495,13,2025-03-10 08:51:52,726.71
4435,1495,1,2025-03-03 10:52:37,231.56
4436,1495,3,2025-02-18 04:58:34,776.43
4437,1496,14,2025-02-22 22:23:00,142.64
4438,1496,4,2025-03-04 00:32:15,415.68
4439,1496,1,2025-03-06 07:19:02,997.84
4440,1497,1,2025-02-24 22:46:51,515.19
4441,1498,9,2025-02-26 19:34:11,618.1
4442,1498,10,2025-02-25 23:11:25,647.48
4443,1498,1,2025-03-06 07:14:40,378.53
4444,1499,3,2025-02-25 02:08:39,326.17
4445,1499,1,2025-02-13 04:55:50,736.12
4446,1500,3,2025-02-25 14:49:23,398.99
4447,1501,7,2025-03-09 15:31:33,448.84
4448,1501,16,2025-03-08 16:14:53,272.75
4449,1501,11,2025-02-20 10:51:25,753.24
4450,1502,5,2025-03-10 20:03:49,959.65
4451,1502,15,2025-02-23 11:41:11,534.31
4452,1502,1,2025-02-25 09:05:00,456.08
4453,1502,11,2025-03-09 23:42:56,730.83
4454,1502,2,2025-03-09 10:39:06,592.43
4455,1503,4,2025-02-16 09:34:55,230.44
4456,1503,10,2025-02-11 03:59:14,778.74
4457,1503,14,2025-03-02 18:25:01,302.32
4458,1503,15,2025-03-05 17:14:47,688.74
4459,1503,16,2025-02-24 06:24:04,274.71
4460,1504,9,2025-02-24 16:51:24,571.61
4461,1504,10,2025-03-09 19:13:59,842.6
4462,1504,3,2025-02-15 06:28:27,525.83
4463,1505,2,2025-02-10 18:51:58,226.33
4464,1505,13,2025-02-13 06:15:42,624.24
4465,1505,4,2025-03-06 02:19:43,790.49
4466,1506,2,2025-03-05 21:01:42,737.98
4467,1506,4,2025-02-17 03:53:02,558.96
4468,1506,5,2025-02-16 20:48:12,886.8
4469,1507,14,2025-03-03 23:07:05,903.39
4470,1507,16,2025-02-21 23:00:58,513.58
4471,1507,4,2025-02-16 18:35:29,232.67
4472,1508,1,2025-03-03 23:00:37,873.74
4473,1509,16,2025-02-24 05:14:12,907.35
4474,1510,13,2025-02-21 14:53:59,101.42
4475,1510,13,2025-03-06 13:45:16,853.18
4476,1510,7,2025-02-20 00:53:13,860.45
4477,1510,8,2025-02-26 12:04:23,368.29
4478,1510,11,2025-02-13 02:16:37,608.28
4479,1511,4,2025-03-08 18:57:31,808.79
4480,1512,3,2025-02-21 21:43:30,224.28
4481,1512,16,2025-02-25 05:12:43,582.57
4482,1512,10,2025-02-25 03:44:27,572.08
4483,1513,5,2025-02-23 07:07:31,275.06
4484,1513,8,2025-03-06 04:09:15,871.52
4485,1513,15,2025-03-07 07:06:35,392.38
4486,1514,15,2025-02-17 22:09:36,870.7
4487,1514,2,2025-02-19 22:17:23,589.36
4488,1515,16,2025-03-01 05:20:02,161.12
4489,1516,13,2025-03-04 08:13:34,246.0
4490,1516,7,2025-02-21 03:00:19,660.25
4491,1516,2,2025-02-19 07:50:30,707.89
4492,1516,10,2025-03-11 18:01:39,529.65
4493,1516,6,2025-03-04 01:29:31,806.87
4494,1517,13,2025-02-17 16:39:38,816.2
