transaction_id,user_id,amount,points_earned,transaction_datetime,transaction_type
7505,1501,11.19,11,2024-10-26 14:11:01,Bonus
7506,1502,34.0,34,2024-06-20 09:38:47,Bonus
7507,1502,20.49,20,2024-04-09 07:00:54,Bonus
7508,1502,84.98,84,2025-02-15 21:43:25,Bonus
7509,1502,30.28,30,2024-05-28 14:08:21,Purchase
7510,1502,91.5,91,2024-09-27 06:15:29,Purchase
7511,1503,12.86,12,2024-08-06 20:28:09,Bonus
7512,1503,61.23,61,2024-11-22 10:39:48,Purchase
7513,1503,34.46,34,2024-11-02 22:17:28,Bonus
7514,1503,22.71,22,2024-04-26 18:42:01,Bonus
7515,1503,45.06,45,2024-12-21 01:13:45,Bonus
7516,1504,87.58,87,2024-06-19 01:04:06,Bonus
7517,1504,97.47,97,2025-02-17 21:17:54,Purchase
7518,1504,85.08,85,2024-12-20 04:15:30,Purchase
7519,1504,61.38,61,2024-11-02 13:36:36,Purchase
7520,1504,20.99,20,2024-08-27 03:40:13,Purchase
7521,1505,22.35,22,2024-11-12 13:39:49,Bonus
7522,1505,52.19,52,2024-10-22 01:22:44,Purchase
7523,1505,45.18,45,2024-11-18 16:35:28,Purchase
7524,1505,34.29,34,2024-07-24 00:40:59,Bonus
7525,1505,72.35,72,2025-01-31 09:05:16,Purchase
7526,1506,18.51,18,2024-09-03 23:06:40,Bonus
7527,1506,30.09,30,2024-06-11 14:21:51,Bonus
7528,1506,68.11,68,2024-09-11 04:53:55,Purchase
7529,1506,92.18,92,2024-09-09 20:51:45,Bonus
7530,1506,54.0,54,2024-12-26 09:40:03,Bonus
7531,1507,10.96,10,2024-05-08 13:02:16,Bonus
7532,1507,41.12,41,2024-11-24 22:01:54,Purchase
7533,1507,95.57,95,2024-03-16 23:56:07,Bonus
7534,1507,37.33,37,2024-08-20 01:56:39,Purchase
7535,1507,36.78,36,2024-04-06 08:38:23,Bonus
7536,1508,58.27,58,2024-09-05 13:50:05,Purchase
7537,1508,31.74,31,2024-08-13 20:44:09,Bonus
7538,1508,57.86,57,2024-03-18 21:24:30,Bonus
7539,1508,67.85,67,2024-08-07 03:54:02,Bonus
7540,1508,24.35,24,2024-04-21 05:26:17,Bonus
7541,1509,67.35,67,2024-08-09 09:50:41,Bonus
7542,1509,15.62,15,2024-09-14 23:26:59,Bonus
7543,1509,54.89,54,2024-04-26 06:40:41,Bonus
7544,1509,35.91,35,2024-09-17 11:19:34,Bonus
7545,1509,95.51,95,2024-12-08 00:57:00,Purchase
7546,1510,39.8,39,2024-08-05 19:18:57,Purchase
7547,1510,14.36,14,2024-04-16 11:52:52,Purchase
7548,1510,77.72,77,2024-09-02 17:03:37,Purchase
7549,1510,62.65,62,2025-01-19 17:48:35,Bonus
7550,1510,63.36,63,2024-03-22 22:59:04,Purchase
7551,1511,79.65,79,2024-07-28 09:54:33,Bonus
7552,1511,90.7,90,2024-12-16 06:33:20,Purchase
7553,1511,29.23,29,2024-09-26 21:37:17,Purchase
7554,1511,82.93,82,2024-04-23 20:22:16,Purchase
7555,1511,45.95,45,2024-05-31 09:22:32,Purchase
7556,1512,39.77,39,2024-11-26 17:38:21,Bonus
7557,1512,38.75,38,2024-07-25 07:52:12,Bonus
7558,1512,21.73,21,2024-10-13 11:00:55,Bonus
7559,1512,36.72,36,2024-10-27 13:11:54,Bonus
7560,1512,63.77,63,2024-06-19 07:18:25,Purchase
7561,1513,64.26,64,2024-07-21 09:29:29,Purchase
7562,1513,92.46,92,2024-10-16 21:44:19,Bonus
7563,1513,46.01,46,2024-08-15 19:59:59,Purchase
7564,1513,57.08,57,2025-01-28 05:38:28,Bonus
7565,1513,36.02,36,2024-10-07 02:43:51,Bonus
7566,1514,55.85,55,2024-10-05 00:40:15,Bonus
7567,1514,86.86,86,2024-03-26 00:47:16,Bonus
7568,1514,74.07,74,2024-09-27 03:49:31,Bonus
7569,1514,54.76,54,2024-08-31 18:52:15,Purchase
7570,1514,29.8,29,2024-09-04 12:18:16,Bonus
7571,1515,32.11,32,2024-04-21 17:10:31,Bonus
7572,1515,97.86,97,2024-09-22 15:48:20,Purchase
7573,1515,42.31,42,2024-12-10 16:35:51,Bonus
7574,1515,13.89,13,2024-07-01 03:22:53,Bonus
7575,1515,86.7,86,2025-02-16 18:47:17,Bonus
7576,1516,64.23,64,2024-08-25 00:53:43,Bonus
7577,1516,71.68,71,2024-07-03 09:40:43,Bonus
7578,1516,63.87,63,2024-06-06 18:29:44,Bonus
7579,1516,37.92,37,2025-02-23 23:18:17,Bonus
7580,1516,84.72,84,2024-09-25 07:56:34,Bonus
7581,1517,16.37,16,2025-01-07 11:54:55,Bonus
7582,1517,49.72,49,2024-10-23 22:18:02,Bonus
7583,1517,94.7,94,2024-07-08 03:04:40,Purchase
7584,1517,32.19,32,2024-11-30 05:01:49,Bonus
7585,1517,95.58,95,2024-08-26 00:30:50,Bonus
7586,1518,27.54,27,2024-04-26 10:16:59,Purchase
7587,1518,91.07,91,2024-04-13 14:40:45,Purchase
7588,1518,63.56,63,2024-07-10 17:40:15,Purchase
7589,1518,42.9,42,2024-09-05 04:00:16,Purchase
7590,1518,84.04,84,2024-12-25 05:46:57,Purchase
7591,1519,10.63,10,2024-09-10 11:45:06,Bonus
7592,1519,59.56,59,2024-11-18 14:10:53,Bonus
7593,1519,41.53,41,2024-07-17 23:43:06,Bonus
7594,1519,76.19,76,2024-03-14 22:32:18,Purchase
7595,1519,84.16,84,2024-11-26 19:31:32,Purchase
7596,1520,37.59,37,2025-02-19 08:36:59,Purchase
7597,1520,44.86,44,2024-10-01 10:05:07,Purchase
7598,1520,80.59,80,2024-07-16 11:07:12,Bonus
7599,1520,58.62,58,2024-04-08 05:10:46,Bonus
7600,1520,75.08,75,2024-03-28 10:46:03,Purchase
7601,1521,33.69,33,2025-01-17 09:30:18,Bonus
7602,1521,96.84,96,2024-06-03 19:33:08,Purchase
7603,1521,68.14,68,2024-10-11 17:31:15,Bonus
7604,1521,54.04,54,2024-08-29 13:48:30,Purchase
7605,1521,19.14,19,2024-10-11 11:42:33,Bonus
7606,1522,81.84,81,2025-01-23 10:27:00,Purchase
7607,1522,13.92,13,2024-06-06 16:52:50,Purchase
7608,1522,79.08,79,2024-06-29 06:18:41,Bonus
7609,1522,46.85,46,2024-11-21 21:29:38,Bonus
7610,1522,51.72,51,2024-03-20 00:38:35,Bonus
7611,1523,38.53,38,2024-06-02 17:54:33,Purchase
7612,1523,95.61,95,2024-03-12 15:29:40,Bonus
7613,1523,10.08,10,2024-10-25 03:22:10,Bonus
7614,1523,42.96,42,2024-09-01 17:26:15,Purchase
7615,1523,69.72,69,2024-10-03 07:26:24,Bonus
7616,1524,75.17,75,2024-05-19 11:42:54,Bonus
7617,1524,42.81,42,2025-03-06 19:10:13,Purchase
7618,1524,64.93,64,2024-07-15 19:45:00,Bonus
7619,1524,75.82,75,2024-09-20 04:02:06,Purchase
7620,1524,43.6,43,2024-08-17 18:35:22,Purchase
7621,1525,48.03,48,2024-07-17 10:19:51,Purchase
7622,1525,26.89,26,2024-09-26 16:18:15,Bonus
7623,1525,16.17,16,2024-05-11 11:55:54,Bonus
7624,1525,39.06,39,2024-11-29 16:44:35,Bonus
7625,1525,96.56,96,2024-05-08 15:08:35,Bonus
7626,1526,84.97,84,2024-07-19 10:03:51,Purchase
7627,1526,29.41,29,2025-02-06 11:18:58,Purchase
7628,1526,19.41,19,2024-04-02 10:44:23,Purchase
7629,1526,39.92,39,2024-11-29 15:14:46,Purchase
7630,1526,50.78,50,2024-03-31 20:04:47,Bonus
7631,1527,96.18,96,2024-12-11 22:55:53,Bonus
7632,1527,16.02,16,2025-02-02 01:36:48,Bonus
7633,1527,91.2,91,2024-06-09 02:48:19,Purchase
7634,1527,71.1,71,2024-12-19 13:40:23,Bonus
7635,1527,77.68,77,2025-01-10 15:26:52,Bonus
7636,1528,93.51,93,2024-08-01 15:47:08,Purchase
7637,1528,35.38,35,2024-11-08 01:17:08,Purchase
7638,1528,18.07,18,2024-04-07 06:34:07,Purchase
7639,1528,63.74,63,2025-01-01 10:01:06,Bonus
7640,1528,41.95,41,2024-06-28 10:40:06,Bonus
7641,1529,22.29,22,2025-03-04 06:25:34,Purchase
7642,1529,41.47,41,2024-09-05 05:31:10,Bonus
7643,1529,77.02,77,2024-05-23 16:19:32,Bonus
7644,1529,57.38,57,2024-06-23 07:47:18,Bonus
7645,1529,64.98,64,2024-09-02 01:36:31,Bonus
7646,1530,70.5,70,2024-11-15 21:16:15,Bonus
7647,1530,68.65,68,2024-04-17 00:00:59,Bonus
7648,1530,84.89,84,2024-09-15 12:56:31,Purchase
7649,1530,55.74,55,2024-09-19 07:45:31,Bonus
7650,1530,93.84,93,2024-07-14 05:54:41,Purchase
7651,1531,28.53,28,2024-10-01 19:34:31,Bonus
7652,1531,60.98,60,2024-08-04 20:40:29,Bonus
7653,1531,51.1,51,2025-01-09 16:05:21,Bonus
7654,1531,24.85,24,2025-01-08 11:34:58,Bonus
7655,1531,68.5,68,2024-04-12 23:17:53,Bonus
7656,1532,41.52,41,2024-09-13 00:30:46,Bonus
7657,1532,85.57,85,2024-08-22 09:31:25,Bonus
7658,1532,31.03,31,2024-08-23 17:13:58,Bonus
7659,1532,34.5,34,2024-04-08 23:37:30,Purchase
7660,1532,53.51,53,2024-10-20 06:28:39,Purchase
7661,1533,76.11,76,2024-07-13 02:39:08,Bonus
7662,1533,59.56,59,2024-11-08 09:59:00,Purchase
7663,1533,90.37,90,2024-05-18 15:41:13,Bonus
7664,1533,12.97,12,2024-04-14 19:39:42,Purchase
7665,1533,69.35,69,2024-03-29 22:30:28,Bonus
7666,1534,38.74,38,2024-10-05 22:51:42,Purchase
7667,1534,82.56,82,2025-01-20 11:54:28,Purchase
7668,1534,64.08,64,2024-06-09 03:23:07,Bonus
7669,1534,55.71,55,2024-05-04 01:06:00,Bonus
7670,1534,68.59,68,2024-04-27 03:02:08,Bonus
7671,1535,29.58,29,2025-02-06 05:26:54,Bonus
7672,1535,17.95,17,2024-06-03 15:09:05,Bonus
7673,1535,91.17,91,2024-06-08 08:57:56,Bonus
7674,1535,69.06,69,2025-02-03 07:54:51,Bonus
7675,1535,95.31,95,2024-06-18 01:12:39,Purchase
7676,1536,46.41,46,2025-02-27 01:49:57,Bonus
7677,1536,59.54,59,2024-10-14 07:56:14,Bonus
7678,1536,87.13,87,2024-11-27 10:46:38,Purchase
7679,1536,60.13,60,2025-03-02 06:48:33,Purchase
7680,1536,34.37,34,2024-12-03 17:40:35,Bonus
7681,1537,10.58,10,2024-07-05 12:01:57,Bonus
7682,1537,79.4,79,2025-02-18 15:40:55,Purchase
7683,1537,26.82,26,2024-06-05 09:12:11,Bonus
7684,1537,57.21,57,2024-06-05 00:13:53,Purchase
7685,1537,65.74,65,2024-07-18 03:14:10,Purchase
7686,1538,29.51,29,2024-03-27 02:18:53,Purchase
7687,1538,62.88,62,2024-07-23 23:40:38,Bonus
7688,1538,99.25,99,2024-10-29 12:06:07,Bonus
7689,1538,59.65,59,2024-10-06 02:05:20,Bonus
7690,1538,69.68,69,2024-06-01 19:14:55,Bonus
7691,1539,76.43,76,2024-03-14 19:06:11,Purchase
7692,1539,16.07,16,2024-08-03 10:52:38,Bonus
7693,1539,41.34,41,2025-03-12 02:37:37,Bonus
7694,1539,73.67,73,2024-07-05 01:25:34,Purchase
7695,1539,21.84,21,2024-11-11 13:32:10,Purchase
7696,1540,25.91,25,2025-01-28 06:37:38,Purchase
7697,1540,64.49,64,2024-04-14 08:21:56,Bonus
7698,1540,64.46,64,2024-03-19 23:43:57,Purchase
7699,1540,75.5,75,2024-08-18 02:26:29,Bonus
7700,1540,42.8,42,2024-04-17 06:21:41,Bonus
7701,1541,49.16,49,2024-05-05 03:58:53,Purchase
7702,1541,27.74,27,2024-11-20 21:45:34,Bonus
7703,1541,77.05,77,2024-08-21 12:03:38,Purchase
7704,1541,91.01,91,2025-02-19 23:38:56,Bonus
7705,1541,14.2,14,2024-12-25 06:39:45,Bonus
7706,1542,81.57,81,2024-11-28 22:42:51,Bonus
7707,1542,57.06,57,2024-10-11 19:46:26,Bonus
7708,1542,53.91,53,2024-09-23 20:44:56,Purchase
7709,1542,55.78,55,2024-12-29 03:18:22,Bonus
7710,1542,27.81,27,2024-07-04 02:13:46,Bonus
7711,1543,86.82,86,2024-08-16 06:44:27,Purchase
7712,1543,16.39,16,2025-02-19 20:36:50,Purchase
7713,1543,74.44,74,2024-08-30 23:12:27,Purchase
7714,1543,84.73,84,2024-04-11 11:21:04,Bonus
7715,1543,83.99,83,2024-04-03 13:05:34,Purchase
7716,1544,30.52,30,2024-12-15 00:13:09,Purchase
7717,1544,17.55,17,2024-11-01 08:05:31,Purchase
7718,1544,55.37,55,2024-12-06 12:44:11,Purchase
7719,1544,26.12,26,2024-08-01 11:52:38,Bonus
7720,1544,80.29,80,2025-01-28 04:27:26,Bonus
7721,1545,89.82,89,2024-03-14 20:32:58,Purchase
7722,1545,95.44,95,2025-01-25 16:36:35,Purchase
7723,1545,15.29,15,2024-07-08 13:28:55,Bonus
7724,1545,71.54,71,2024-10-10 03:14:42,Purchase
7725,1545,74.61,74,2024-07-08 02:11:07,Purchase
7726,1546,98.32,98,2024-11-19 10:22:15,Bonus
7727,1546,87.63,87,2024-06-15 11:11:39,Bonus
7728,1546,16.31,16,2024-10-25 02:46:27,Bonus
7729,1546,72.39,72,2024-07-01 15:26:42,Bonus
7730,1546,43.27,43,2024-03-30 05:31:01,Bonus
7731,1547,10.45,10,2024-03-22 19:15:20,Purchase
7732,1547,90.78,90,2024-08-12 01:32:04,Bonus
7733,1547,84.12,84,2025-01-09 14:11:23,Purchase
7734,1547,81.53,81,2024-12-13 08:06:44,Purchase
7735,1547,94.7,94,2024-07-06 16:24:15,Bonus
7736,1548,92.17,92,2024-08-15 10:12:22,Bonus
7737,1548,29.98,29,2025-01-03 08:47:02,Bonus
7738,1548,31.84,31,2024-11-27 15:56:26,Bonus
7739,1548,79.51,79,2024-10-21 16:24:36,Purchase
7740,1548,38.09,38,2024-11-11 19:13:03,Purchase
7741,1549,56.87,56,2024-10-10 14:40:06,Purchase
7742,1549,95.12,95,2025-01-12 02:18:25,Purchase
7743,1549,11.31,11,2025-02-02 15:24:50,Bonus
7744,1549,40.63,40,2024-12-25 15:25:00,Bonus
7745,1549,26.15,26,2024-12-21 05:54:19,Bonus
7746,1550,15.04,15,2024-05-11 21:08:02,Purchase
7747,1550,98.34,98,2024-12-22 20:53:28,Purchase
7748,1550,83.56,83,2024-06-11 21:37:17,Purchase
7749,1550,38.58,38,2024-11-18 01:10:21,Purchase
7750,1550,68.02,68,2025-03-12 10:55:47,Bonus
7751,1551,35.74,35,2024-05-10 14:14:58,Bonus
7752,1551,15.91,15,2024-08-11 14:34:56,Bonus
7753,1551,60.42,60,2024-12-12 19:23:33,Purchase
7754,1551,92.07,92,2024-07-02 13:45:39,Purchase
7755,1551,36.73,36,2024-05-23 00:34:57,Bonus
7756,1552,27.08,27,2024-12-04 19:00:45,Purchase
7757,1552,80.25,80,2024-05-30 06:03:35,Purchase
7758,1552,85.01,85,2024-10-16 07:52:55,Bonus
7759,1552,53.29,53,2024-04-24 08:34:50,Purchase
7760,1552,24.75,24,2024-07-06 16:31:30,Bonus
7761,1553,99.87,99,2024-06-21 21:30:53,Bonus
7762,1553,57.01,57,2025-02-21 04:11:27,Bonus
7763,1553,81.69,81,2024-12-11 21:14:11,Bonus
7764,1553,31.4,31,2024-09-30 01:46:47,Bonus
7765,1553,51.4,51,2025-03-05 02:38:17,Purchase
7766,1554,96.01,96,2024-05-12 04:51:24,Bonus
7767,1554,84.54,84,2024-06-05 23:30:46,Purchase
7768,1554,62.18,62,2024-05-25 00:34:46,Bonus
7769,1554,38.45,38,2024-06-26 22:25:29,Bonus
7770,1554,97.45,97,2024-06-12 22:14:21,Bonus
7771,1555,68.2,68,2024-10-30 14:42:06,Purchase
7772,1555,93.74,93,2024-08-04 19:54:23,Purchase
7773,1555,95.64,95,2024-06-13 15:20:45,Purchase
7774,1555,30.91,30,2024-06-25 09:55:46,Bonus
7775,1555,91.66,91,2024-12-11 19:03:58,Purchase
7776,1556,37.02,37,2024-09-11 04:24:00,Purchase
7777,1556,64.53,64,2024-03-26 18:50:01,Bonus
7778,1556,72.23,72,2024-07-17 04:00:49,Purchase
7779,1556,77.64,77,2025-02-22 13:38:23,Purchase
7780,1556,71.39,71,2024-04-20 01:32:37,Bonus
7781,1557,18.59,18,2025-03-01 06:29:22,Bonus
7782,1557,57.28,57,2024-07-31 10:43:50,Purchase
7783,1557,78.19,78,2024-04-09 17:27:24,Bonus
7784,1557,76.01,76,2024-07-18 10:03:55,Purchase
7785,1557,95.35,95,2024-11-26 22:38:20,Bonus
7786,1558,84.34,84,2024-12-21 23:44:31,Purchase
7787,1558,29.12,29,2024-08-18 02:50:58,Purchase
7788,1558,30.17,30,2024-03-16 15:31:39,Bonus
7789,1558,43.37,43,2025-01-13 18:05:53,Purchase
7790,1558,85.78,85,2024-05-16 18:35:19,Purchase
7791,1559,11.8,11,2024-06-23 02:11:38,Bonus
7792,1559,42.15,42,2024-08-18 01:44:50,Purchase
7793,1559,60.31,60,2025-01-14 02:23:36,Bonus
7794,1559,80.35,80,2024-04-24 20:18:22,Bonus
7795,1559,63.29,63,2024-05-02 07:55:26,Purchase
7796,1560,87.03,87,2024-11-11 16:03:06,Bonus
7797,1560,72.96,72,2025-01-31 12:00:30,Purchase
7798,1560,30.86,30,2024-06-19 19:00:29,Purchase
7799,1560,34.14,34,2024-07-18 15:01:03,Purchase
7800,1560,69.71,69,2025-02-15 01:17:20,Bonus
7801,1561,18.32,18,2024-10-25 12:57:00,Bonus
7802,1561,63.31,63,2024-12-09 23:20:51,Purchase
7803,1561,57.55,57,2024-06-16 11:07:45,Purchase
7804,1561,33.95,33,2025-02-20 08:42:52,Bonus
7805,1561,18.71,18,2024-10-09 20:10:07,Bonus
7806,1562,41.99,41,2024-08-06 06:32:20,Bonus
7807,1562,51.61,51,2024-10-29 22:59:59,Purchase
7808,1562,60.33,60,2024-05-20 01:04:54,Purchase
7809,1562,46.32,46,2024-12-02 22:14:21,Purchase
7810,1562,50.05,50,2024-11-23 21:48:39,Bonus
7811,1563,38.05,38,2024-06-17 16:54:03,Purchase
7812,1563,98.31,98,2024-04-11 13:42:26,Bonus
7813,1563,80.46,80,2024-09-26 01:20:31,Purchase
7814,1563,73.93,73,2024-06-07 21:20:16,Bonus
7815,1563,24.59,24,2024-12-02 04:11:50,Purchase
7816,1564,41.03,41,2024-06-09 10:41:13,Purchase
7817,1564,56.4,56,2025-01-05 00:10:35,Purchase
7818,1564,10.6,10,2024-08-06 07:05:12,Bonus
7819,1564,48.0,48,2025-03-08 16:33:09,Purchase
7820,1564,25.84,25,2024-05-11 21:48:39,Purchase
7821,1565,73.66,73,2024-12-15 07:45:23,Bonus
7822,1565,46.28,46,2024-12-18 18:10:21,Bonus
7823,1565,49.32,49,2024-06-05 18:06:39,Bonus
7824,1565,48.9,48,2024-06-14 19:57:49,Bonus
7825,1565,51.88,51,2024-04-21 05:44:43,Bonus
7826,1566,44.49,44,2024-08-09 15:42:00,Bonus
7827,1566,34.66,34,2024-12-07 07:22:58,Purchase
7828,1566,11.5,11,2024-03-31 16:40:52,Bonus
7829,1566,73.71,73,2024-11-28 19:29:10,Bonus
7830,1566,20.35,20,2024-07-29 05:32:24,Bonus
7831,1567,53.55,53,2024-08-25 07:55:20,Bonus
7832,1567,46.97,46,2024-11-13 01:51:30,Bonus
7833,1567,53.76,53,2025-01-09 22:12:24,Purchase
7834,1567,95.87,95,2024-05-01 02:50:06,Purchase
7835,1567,44.3,44,2024-07-02 16:53:54,Purchase
7836,1568,66.75,66,2024-08-11 10:30:36,Bonus
7837,1568,14.86,14,2024-07-04 10:02:14,Purchase
7838,1568,42.76,42,2024-12-10 18:26:48,Purchase
7839,1568,66.75,66,2024-10-19 07:11:18,Bonus
7840,1568,97.11,97,2024-06-08 06:12:34,Purchase
7841,1569,99.49,99,2025-01-06 21:47:39,Purchase
7842,1569,85.01,85,2024-10-31 22:13:32,Bonus
7843,1569,90.94,90,2024-08-07 19:44:57,Bonus
7844,1569,76.71,76,2024-06-04 13:53:04,Bonus
7845,1569,48.02,48,2024-10-07 21:15:33,Bonus
7846,1570,74.57,74,2025-01-12 11:58:18,Bonus
7847,1570,95.17,95,2024-08-20 04:39:49,Purchase
7848,1570,55.01,55,2024-05-16 19:28:36,Bonus
7849,1570,88.7,88,2025-01-27 13:25:47,Purchase
7850,1570,13.96,13,2024-04-29 03:56:20,Bonus
7851,1571,28.84,28,2024-09-03 10:20:07,Purchase
7852,1571,34.47,34,2024-06-28 03:50:01,Bonus
7853,1571,67.45,67,2024-08-15 00:54:24,Bonus
7854,1571,28.04,28,2024-09-08 18:03:14,Bonus
7855,1571,19.65,19,2024-11-05 16:15:17,Bonus
7856,1572,98.45,98,2024-12-06 02:45:44,Bonus
7857,1572,54.53,54,2024-04-07 21:23:07,Bonus
7858,1572,21.1,21,2024-07-01 21:17:41,Purchase
7859,1572,71.51,71,2024-09-21 15:19:52,Bonus
7860,1572,33.46,33,2024-07-16 23:44:45,Purchase
7861,1573,56.38,56,2024-03-16 01:11:17,Purchase
7862,1573,21.75,21,2024-04-27 01:50:44,Purchase
7863,1573,39.25,39,2024-03-15 20:55:12,Purchase
7864,1573,86.13,86,2024-10-18 05:27:48,Bonus
7865,1573,68.95,68,2024-09-08 23:36:26,Bonus
7866,1574,15.3,15,2024-11-06 21:32:14,Purchase
7867,1574,51.09,51,2024-11-23 04:46:03,Purchase
7868,1574,77.31,77,2025-01-10 05:38:25,Bonus
7869,1574,97.28,97,2024-12-22 13:06:04,Purchase
7870,1574,87.88,87,2024-05-29 15:20:15,Bonus
7871,1575,17.24,17,2024-05-25 04:48:41,Purchase
7872,1575,22.46,22,2025-02-08 22:41:42,Bonus
7873,1575,96.37,96,2025-01-21 16:09:31,Purchase
7874,1575,28.69,28,2024-10-25 17:52:03,Purchase
7875,1575,20.56,20,2024-10-26 00:18:51,Bonus
7876,1576,92.57,92,2024-06-06 10:19:55,Purchase
7877,1576,72.64,72,2024-05-17 02:52:33,Bonus
7878,1576,80.81,80,2024-08-20 05:57:24,Bonus
7879,1576,60.14,60,2024-07-18 07:15:46,Purchase
7880,1576,67.34,67,2024-04-29 01:35:21,Purchase
7881,1577,90.86,90,2025-01-10 08:36:25,Bonus
7882,1577,87.71,87,2025-02-05 15:20:57,Bonus
7883,1577,25.83,25,2025-01-14 07:49:12,Purchase
7884,1577,55.01,55,2024-07-01 15:49:20,Bonus
7885,1577,26.01,26,2024-07-16 08:23:20,Bonus
7886,1578,18.01,18,2024-06-12 03:54:35,Bonus
7887,1578,97.96,97,2024-04-04 21:31:48,Bonus
7888,1578,18.56,18,2024-04-25 23:25:16,Purchase
7889,1578,42.19,42,2024-07-25 20:32:49,Bonus
7890,1578,97.39,97,2024-07-14 01:06:36,Bonus
7891,1579,68.59,68,2025-02-25 18:03:21,Bonus
7892,1579,52.05,52,2024-05-01 05:01:35,Bonus
7893,1579,22.26,22,2024-09-05 13:41:58,Purchase
7894,1579,26.85,26,2025-01-07 16:56:57,Purchase
7895,1579,21.74,21,2024-09-01 21:39:22,Purchase
7896,1580,93.77,93,2024-09-12 13:20:22,Purchase
7897,1580,48.02,48,2024-05-04 07:25:36,Purchase
7898,1580,21.39,21,2024-11-09 20:46:58,Bonus
7899,1580,54.34,54,2024-08-18 23:17:57,Bonus
7900,1580,31.9,31,2024-12-10 09:27:11,Purchase
7901,1581,28.7,28,2024-11-10 11:49:45,Purchase
7902,1581,24.82,24,2024-06-28 19:41:54,Bonus
7903,1581,68.72,68,2024-12-15 01:45:13,Purchase
7904,1581,94.91,94,2025-02-01 15:15:15,Purchase
7905,1581,43.49,43,2024-06-22 11:53:57,Bonus
7906,1582,44.33,44,2024-04-02 02:47:12,Purchase
7907,1582,71.67,71,2025-03-08 03:08:32,Bonus
7908,1582,98.06,98,2024-09-06 14:02:24,Bonus
7909,1582,15.94,15,2024-04-19 12:54:25,Bonus
7910,1582,53.08,53,2024-09-21 05:29:10,Purchase
7911,1583,40.61,40,2024-08-22 16:25:19,Purchase
7912,1583,38.63,38,2024-07-18 13:42:44,Purchase
7913,1583,27.5,27,2024-07-04 00:00:27,Purchase
7914,1583,88.13,88,2024-11-06 15:47:58,Purchase
7915,1583,56.7,56,2024-06-17 04:09:43,Bonus
7916,1584,20.1,20,2024-10-21 07:28:51,Purchase
7917,1584,60.5,60,2024-06-03 02:17:16,Purchase
7918,1584,66.85,66,2025-01-17 11:30:40,Bonus
7919,1584,34.09,34,2024-09-20 19:50:54,Purchase
7920,1584,29.6,29,2024-12-20 03:38:17,Bonus
7921,1585,28.15,28,2025-03-03 19:42:50,Bonus
7922,1585,82.96,82,2024-10-22 06:32:58,Bonus
7923,1585,86.96,86,2024-07-07 18:00:27,Bonus
7924,1585,69.79,69,2024-08-04 18:39:48,Purchase
7925,1585,56.8,56,2024-07-04 00:34:08,Purchase
7926,1586,72.68,72,2024-07-03 05:03:24,Purchase
7927,1586,60.42,60,2024-09-03 16:43:31,Purchase
7928,1586,45.52,45,2025-01-19 11:58:28,Bonus
7929,1586,21.4,21,2024-05-21 13:34:45,Purchase
7930,1586,75.55,75,2024-06-28 23:07:02,Purchase
7931,1587,44.41,44,2024-05-26 17:28:42,Purchase
7932,1587,10.95,10,2024-06-12 08:43:38,Purchase
7933,1587,79.36,79,2024-11-16 16:16:57,Bonus
7934,1587,50.24,50,2024-12-14 15:05:30,Purchase
7935,1587,54.46,54,2025-02-06 16:49:32,Purchase
7936,1588,17.7,17,2024-11-29 15:07:35,Purchase
7937,1588,18.45,18,2024-05-13 11:57:42,Bonus
7938,1588,50.65,50,2025-01-12 08:11:19,Purchase
7939,1588,74.09,74,2024-08-27 18:59:25,Purchase
7940,1588,12.97,12,2024-08-08 09:42:19,Purchase
7941,1589,58.12,58,2024-05-08 16:29:51,Bonus
7942,1589,99.04,99,2025-01-08 02:50:35,Bonus
7943,1589,27.54,27,2025-01-31 20:40:49,Bonus
7944,1589,14.08,14,2024-10-08 05:25:19,Bonus
7945,1589,14.57,14,2024-09-05 09:57:59,Purchase
7946,1590,13.94,13,2024-04-28 04:02:05,Bonus
7947,1590,61.11,61,2024-03-13 09:32:01,Bonus
7948,1590,43.65,43,2024-07-06 17:48:49,Purchase
7949,1590,54.89,54,2024-11-05 10:43:22,Bonus
7950,1590,28.28,28,2024-05-13 12:31:17,Bonus
7951,1591,17.4,17,2024-09-05 20:23:49,Purchase
7952,1591,47.09,47,2024-03-19 13:30:08,Bonus
7953,1591,47.17,47,2025-01-22 23:19:45,Purchase
7954,1591,81.09,81,2024-03-23 09:41:56,Bonus
7955,1591,58.21,58,2025-02-24 11:30:36,Bonus
7956,1592,21.11,21,2024-11-29 15:10:00,Bonus
7957,1592,48.22,48,2025-02-10 15:14:21,Purchase
7958,1592,97.17,97,2025-01-08 18:58:53,Bonus
7959,1592,15.41,15,2024-07-28 16:53:09,Bonus
7960,1592,83.53,83,2024-09-29 17:50:35,Purchase
7961,1593,33.57,33,2024-05-21 17:46:57,Bonus
7962,1593,34.41,34,2025-02-19 21:16:58,Bonus
7963,1593,86.31,86,2024-06-25 12:18:01,Purchase
7964,1593,80.47,80,2024-08-23 03:15:21,Bonus
7965,1593,53.19,53,2024-09-25 12:53:35,Purchase
7966,1594,59.91,59,2024-08-16 03:43:30,Purchase
7967,1594,37.52,37,2025-02-15 15:57:07,Purchase
7968,1594,42.42,42,2024-07-07 03:37:06,Purchase
7969,1594,96.8,96,2024-07-26 07:04:55,Bonus
