order_id,booking_id,screen_id,seat_id,order_datetime,total_cost,delivery_method
7233,4823,2,210,24-02-2025 10:54,27.6,Counter
7234,4823,1,597,26-02-2025 16:00,30.13,Counter
7235,4823,4,68,27-02-2025 23:54,13.81,Counter
7236,4824,2,335,03-03-2025 13:20,42.12,Counter
7237,4824,4,771,20-02-2025 02:50,23.22,Seat
7238,4824,2,116,21-02-2025 04:41,22.56,Seat
7239,4825,2,695,07-03-2025 12:56,37.75,Counter
7240,4826,3,333,04-03-2025 12:21,24.87,Seat
7241,4828,4,75,09-03-2025 19:15,32.34,Seat
7242,4828,2,599,09-03-2025 18:41,21.43,Counter
7243,4828,3,585,02-03-2025 22:02,46.89,Seat
7244,4829,3,664,03-03-2025 13:54,32.79,Counter
7245,4829,3,848,28-02-2025 22:46,38.79,Seat
7246,4830,2,751,08-03-2025 22:30,49.4,Seat
7247,4831,3,59,07-03-2025 03:14,23.81,Counter
7248,4831,2,257,04-03-2025 01:32,12.36,Seat
7249,4832,2,662,28-02-2025 20:40,22.4,Counter
7250,4832,3,754,09-03-2025 16:14,46.88,Seat
7251,4832,2,572,04-03-2025 07:09,24.91,Seat
7252,4834,3,511,05-03-2025 22:26,36.06,Seat
7253,4834,4,446,11-03-2025 15:51,37.17,Counter
7254,4834,4,341,12-03-2025 08:02,35.5,Counter
7255,4835,3,272,24-02-2025 11:49,37.24,Seat
7256,4835,3,24,25-02-2025 12:27,30.74,Counter
7257,4836,2,256,10-03-2025 21:42,42.44,Seat
7258,4837,1,520,05-03-2025 11:15,28.87,Counter
7259,4837,4,377,02-03-2025 02:57,33.35,Counter
7260,4838,4,89,24-02-2025 15:10,31.5,Seat
7261,4838,1,80,27-02-2025 05:52,13.95,Seat
7262,4840,3,600,07-03-2025 16:46,41.55,Seat
7263,4840,4,100,24-02-2025 20:12,43.51,Seat
7264,4843,2,546,05-03-2025 03:11,25.38,Counter
7265,4845,2,423,10-03-2025 02:18,49.2,Seat
7266,4845,4,294,10-03-2025 18:43,31.14,Counter
7267,4846,1,449,20-02-2025 09:48,23.41,Seat
7268,4847,4,728,09-03-2025 04:52,16.17,Counter
7269,4847,1,78,23-02-2025 17:50,38.16,Seat
7270,4848,2,213,23-02-2025 11:25,16.96,Seat
7271,4848,3,501,25-02-2025 08:02,37.36,Seat
7272,4849,4,819,09-03-2025 19:08,26.82,Seat
7273,4849,4,695,08-03-2025 23:13,36.07,Seat
7274,4850,2,446,01-03-2025 10:17,10.99,Counter
7275,4850,4,211,10-03-2025 00:20,13.94,Seat
7276,4851,3,288,11-03-2025 09:00,28.8,Seat
7277,4851,3,154,11-03-2025 05:33,41.3,Counter
7278,4852,4,431,07-03-2025 20:09,21.28,Seat
7279,4852,1,611,08-03-2025 21:57,38.57,Counter
7280,4853,1,107,01-03-2025 08:28,21.19,Counter
7281,4853,2,232,10-03-2025 09:50,39.17,Seat
7282,4853,2,637,11-03-2025 02:11,48.09,Seat
7283,4854,3,348,10-03-2025 17:33,35.25,Seat
7284,4854,3,733,11-03-2025 01:51,13.92,Counter
7285,4854,4,607,11-03-2025 05:30,11.97,Seat
7286,4855,3,487,09-03-2025 10:02,11.84,Counter
7287,4856,2,701,19-02-2025 02:03,40.25,Counter
7288,4856,2,252,26-02-2025 01:39,26.81,Seat
7289,4857,3,462,12-03-2025 02:16,47.57,Counter
7290,4858,2,551,06-03-2025 00:25,23.02,Counter
7291,4858,4,827,04-03-2025 23:33,37.01,Counter
7292,4858,4,301,03-03-2025 04:12,22,Seat
7293,4860,2,646,26-02-2025 09:52,18.21,Counter
7294,4860,1,155,01-03-2025 22:31,28.51,Seat
7295,4862,2,507,10-03-2025 08:56,13.13,Counter
7296,4863,3,337,07-03-2025 09:38,32.44,Seat
7297,4863,4,820,25-02-2025 06:58,22.58,Counter
7298,4865,1,432,25-02-2025 17:44,44.16,Seat
7299,4865,3,825,26-02-2025 10:53,30.49,Counter
7300,4865,2,571,07-03-2025 18:04,37.39,Counter
7301,4866,4,43,08-03-2025 19:41,38.82,Seat
7302,4867,3,619,10-03-2025 01:47,42.03,Seat
7303,4867,2,247,27-02-2025 08:49,47.39,Seat
7304,4868,3,704,11-03-2025 19:45,42.18,Seat
7305,4868,4,77,12-03-2025 05:54,43.81,Counter
7306,4869,4,236,12-02-2025 11:41,40.93,Seat
7307,4869,1,269,17-02-2025 17:02,35.93,Seat
7308,4869,3,604,11-03-2025 23:16,41.12,Counter
7309,4870,4,300,09-03-2025 05:30,32.8,Seat
7310,4870,1,194,10-03-2025 02:27,36.65,Seat
7311,4871,2,270,16-02-2025 08:43,17.52,Counter
7312,4872,4,133,17-02-2025 08:58,47.72,Seat
7313,4872,4,435,08-03-2025 04:49,30.58,Counter
7314,4872,3,8,07-03-2025 17:21,34.52,Counter
7315,4874,3,825,11-03-2025 11:54,14.77,Seat
7316,4875,4,831,06-03-2025 10:40,19.16,Seat
7317,4877,1,428,08-03-2025 06:29,37,Seat
7318,4878,3,318,08-03-2025 15:11,18.29,Counter
7319,4878,2,248,10-03-2025 16:57,21.16,Seat
7320,4878,3,360,04-03-2025 21:56,47.57,Seat
7321,4880,1,42,27-02-2025 13:20,33.17,Seat
7322,4880,2,467,03-03-2025 16:47,13.84,Counter
7323,4881,3,791,10-03-2025 11:10,14.16,Counter
7324,4882,4,375,01-03-2025 00:33,11.64,Counter
7325,4882,1,796,06-03-2025 12:27,31.11,Seat
7326,4882,4,282,05-03-2025 21:49,33.59,Seat
7327,4883,4,179,24-02-2025 07:20,25.12,Counter
7328,4883,3,121,23-02-2025 21:27,17.73,Seat
7329,4883,2,19,21-02-2025 10:58,11.53,Seat
7330,4885,3,391,26-02-2025 12:42,36.72,Counter
7331,4886,4,684,11-03-2025 07:13,15.67,Counter
7332,4886,3,743,07-03-2025 18:05,32.79,Seat
7333,4886,3,97,07-03-2025 17:30,40.76,Counter
7334,4887,4,109,09-03-2025 08:02,24.98,Seat
7335,4887,4,192,11-03-2025 19:21,42.49,Counter
7336,4887,3,488,09-03-2025 14:49,45.71,Counter
7337,4888,4,617,27-02-2025 00:02,41.4,Seat
7338,4888,4,623,25-02-2025 06:36,10.43,Seat
7339,4888,2,690,16-02-2025 08:21,39.93,Seat
7340,4889,3,820,11-03-2025 17:10,32.6,Seat
7341,4889,4,310,24-02-2025 19:42,12.4,Seat
7342,4890,2,181,10-03-2025 04:28,14,Seat
7343,4890,4,703,09-03-2025 00:55,22.79,Seat
7344,4890,2,658,04-03-2025 11:44,13.86,Seat
7345,4891,3,136,11-03-2025 12:07,44.46,Seat
7346,4891,2,847,12-03-2025 02:27,19.8,Seat
7347,4891,4,840,10-03-2025 20:20,23.51,Seat
7348,4893,4,379,23-02-2025 18:09,21.55,Counter
7349,4894,2,489,25-02-2025 18:24,35.77,Seat
7350,4895,2,408,01-03-2025 01:27,44.13,Seat
7351,4895,2,808,26-02-2025 23:46,29.42,Counter
7352,4895,2,634,11-03-2025 12:36,15.85,Counter
7353,4896,2,641,05-03-2025 19:23,31.59,Seat
7354,4897,4,193,04-03-2025 13:15,14.92,Counter
7355,4902,2,643,10-03-2025 16:00,20.44,Counter
7356,4902,2,647,04-03-2025 20:10,28.15,Counter
7357,4903,3,388,08-03-2025 10:36,46.75,Counter
7358,4904,3,86,08-03-2025 10:21,31.47,Seat
7359,4905,1,511,10-03-2025 22:51,47.4,Counter
7360,4905,1,516,11-03-2025 12:54,39.07,Seat
7361,4905,2,773,11-03-2025 23:23,23.38,Seat
7362,4906,1,12,05-03-2025 04:52,14.91,Seat
7363,4906,3,144,01-03-2025 20:58,34.49,Counter
7364,4906,4,545,08-03-2025 00:35,12.86,Seat
7365,4907,2,29,10-03-2025 12:37,47.34,Counter
7366,4907,1,188,26-02-2025 01:05,30.47,Seat
7367,4907,3,824,05-03-2025 12:50,17.49,Counter
7368,4909,4,131,10-03-2025 21:25,19.89,Seat
7369,4909,3,176,09-03-2025 14:21,36.48,Seat
7370,4910,3,643,27-02-2025 01:57,35.49,Seat
7371,4910,4,98,18-02-2025 22:06,28.47,Seat
7372,4910,3,164,26-02-2025 17:53,31.08,Seat
7373,4911,3,204,11-03-2025 17:24,26.76,Seat
7374,4913,1,574,24-02-2025 18:43,18.84,Seat
7375,4913,4,16,03-03-2025 03:55,23.93,Counter
7376,4913,4,658,28-02-2025 20:04,49.6,Seat
7377,4915,2,244,27-02-2025 14:29,48.1,Seat
7378,4915,4,640,28-02-2025 23:05,42.92,Counter
7379,4916,4,389,02-03-2025 15:08,22.24,Seat
7380,4916,1,232,07-03-2025 05:00,10.99,Counter
7381,4919,4,589,05-03-2025 00:02,40.31,Seat
7382,4919,3,443,22-02-2025 18:18,17.85,Seat
7383,4919,1,709,07-03-2025 11:18,44.07,Counter
7384,4922,3,717,09-03-2025 01:25,48.19,Counter
7385,4922,3,702,09-03-2025 06:05,49.96,Counter
7386,4922,3,804,09-03-2025 11:42,20.36,Counter
7387,4923,4,845,23-02-2025 04:37,40.24,Seat
7388,4923,2,274,11-02-2025 14:27,22.53,Counter
7389,4925,3,552,27-02-2025 14:14,15.14,Counter
7390,4925,3,635,04-03-2025 09:23,13.73,Counter
7391,4925,3,430,26-02-2025 01:56,42.47,Seat
7392,4926,2,358,04-03-2025 05:12,15.96,Seat
7393,4926,3,44,08-03-2025 15:48,27.78,Counter
7394,4927,2,331,27-02-2025 08:32,44.03,Seat
7395,4927,4,113,08-03-2025 16:18,45.55,Seat
7396,4927,4,733,11-03-2025 01:07,31.8,Seat
7397,4928,4,685,09-03-2025 03:14,47.96,Counter
7398,4930,4,198,12-03-2025 11:24,13.8,Seat
7399,4931,4,249,11-03-2025 09:29,14.1,Seat
7400,4931,2,182,08-03-2025 13:36,21.9,Seat
7401,4931,1,619,28-02-2025 08:55,24.96,Seat
7402,4932,4,620,07-03-2025 13:45,21.25,Seat
7403,4933,3,45,11-03-2025 06:48,14.11,Counter
7404,4933,3,213,19-02-2025 06:20,40.31,Seat
7405,4934,2,652,09-03-2025 07:53,31.16,Counter
7406,4934,1,280,11-03-2025 17:11,14.76,Counter
7407,4934,4,603,09-03-2025 11:00,24.58,Seat
7408,4935,3,777,06-03-2025 21:42,27.87,Seat
7409,4937,4,589,05-03-2025 08:24,41.59,Seat
7410,4937,3,328,08-03-2025 10:52,26.72,Seat
7411,4938,4,776,27-02-2025 09:51,23.86,Counter
7412,4939,2,814,05-03-2025 09:47,14.19,Seat
7413,4939,1,193,06-03-2025 03:03,31.68,Seat
7414,4939,3,436,08-03-2025 05:37,34.19,Counter
7415,4942,2,542,02-03-2025 00:17,39.9,Seat
7416,4945,4,554,11-03-2025 00:34,20.56,Counter
7417,4947,3,115,09-03-2025 11:08,45.61,Seat
7418,4947,2,828,28-02-2025 23:00,46.32,Seat
7419,4947,2,119,06-03-2025 22:11,12.05,Seat
7420,4949,1,158,21-02-2025 06:24,26.62,Seat
7421,4949,4,15,08-03-2025 20:51,25.84,Counter
7422,4949,4,699,26-02-2025 13:27,44.64,Counter
7423,4950,4,36,07-03-2025 17:32,31.65,Seat
7424,4951,3,797,05-03-2025 04:56,39.22,Counter
7425,4954,3,613,02-03-2025 22:48,39.63,Seat
7426,4954,3,657,11-03-2025 11:05,40.36,Counter
7427,4956,2,54,09-03-2025 11:30,15.84,Counter
7428,4956,2,501,08-03-2025 23:19,12.99,Seat
7429,4958,4,799,12-03-2025 09:47,45.65,Seat
7430,4958,4,492,12-03-2025 11:57,39.8,Counter
7431,4959,4,688,14-02-2025 05:01,39.3,Counter
7432,4959,4,48,20-02-2025 09:12,39.34,Counter
7433,4959,2,208,25-02-2025 05:46,38.88,Counter
7434,4960,2,180,11-03-2025 03:37,30.95,Seat
7435,4960,4,684,11-03-2025 20:52,37.55,Counter
7436,4960,2,780,11-03-2025 22:18,44.58,Counter
7437,4961,3,507,08-03-2025 19:22,34.11,Seat
7438,4961,1,622,07-03-2025 05:29,39.75,Seat
7439,4962,1,183,12-03-2025 08:50,43.13,Counter
7440,4962,4,202,11-03-2025 04:25,49.72,Counter
7441,4962,2,358,11-03-2025 22:54,21.98,Counter
7442,4963,2,461,11-03-2025 06:03,41.04,Counter
7443,4963,1,410,10-03-2025 20:51,32.78,Seat
7444,4965,4,348,09-03-2025 01:02,46.8,Counter
7445,4965,4,812,05-03-2025 12:54,15.48,Seat
7446,4965,1,101,04-03-2025 20:02,44.59,Seat
7447,4966,1,721,09-03-2025 23:06,11.64,Seat
7448,4967,4,2,09-03-2025 17:37,31.44,Seat
7449,4970,1,154,26-02-2025 07:28,49.07,Seat
7450,4970,4,10,25-02-2025 16:38,40.83,Counter
7451,4970,3,328,25-02-2025 12:29,22.03,Seat
7452,4971,3,157,21-02-2025 00:08,15.47,Seat
7453,4971,3,737,07-03-2025 18:49,28.34,Seat
7454,4971,4,655,14-02-2025 08:39,45.5,Counter
7455,4972,1,632,11-03-2025 15:19,15.99,Seat
7456,4972,4,455,09-03-2025 15:54,39.02,Seat
7457,4972,2,87,11-03-2025 00:48,33.72,Counter
7458,4973,1,536,10-03-2025 20:44,17.54,Counter
7459,4976,2,252,05-03-2025 20:16,45.25,Counter
7460,4976,4,268,25-02-2025 18:27,21.82,Seat
7461,4977,3,151,07-03-2025 11:09,33.27,Seat
7462,4977,3,824,05-03-2025 16:17,19.7,Seat
7463,4978,2,680,09-03-2025 06:38,32.56,Seat
7464,4978,2,472,09-03-2025 10:17,44.29,Counter
7465,4979,1,228,11-03-2025 19:59,46.79,Counter
7466,4979,1,325,03-03-2025 09:09,14.48,Seat
7467,4981,2,159,11-03-2025 08:33,33.2,Counter
7468,4983,4,679,19-02-2025 20:17,46.68,Seat
7469,4984,2,314,24-02-2025 02:20,32.18,Counter
7470,4984,2,782,03-03-2025 19:21,40.56,Counter
7471,4985,4,229,23-02-2025 13:10,40,Counter
7472,4986,2,136,28-02-2025 11:04,22.02,Counter
7473,4986,4,700,12-03-2025 03:45,42.47,Counter
7474,4986,3,744,24-02-2025 05:54,10.8,Counter
7475,4987,2,192,08-03-2025 22:47,23.65,Counter
7476,4987,3,772,28-02-2025 15:57,49.19,Seat
7477,4988,4,455,09-03-2025 16:02,34.87,Counter
7478,4988,3,292,11-03-2025 07:29,38,Counter
7479,4989,4,753,20-02-2025 21:19,20.8,Seat
7480,4990,4,749,04-03-2025 07:46,15.52,Seat
7481,4990,3,90,11-03-2025 05:51,39.59,Seat
7482,4990,2,174,08-03-2025 22:07,47.69,Seat
7483,4994,3,629,10-03-2025 14:03,13.61,Seat
7484,4996,3,103,06-03-2025 12:47,13.31,Counter
7485,4996,2,217,08-03-2025 03:32,20.33,Counter
7486,4996,4,816,10-03-2025 22:00,33.44,Counter
7487,4997,4,680,26-02-2025 11:50,46.34,Counter
7488,4997,4,383,11-03-2025 12:14,27.26,Seat
7489,4997,2,451,23-02-2025 18:31,29.88,Counter
7490,4999,4,150,27-02-2025 21:29,43.46,Seat
7491,4999,2,31,22-02-2025 15:49,23.67,Seat
7492,5000,2,627,19-02-2025 06:19,12.33,Seat
7493,5000,1,337,19-02-2025 05:49,44.15,Counter
7494,5000,2,265,07-03-2025 12:14,17.53,Counter
7495,5001,3,705,28-02-2025 19:07,14.78,Seat
7496,5001,1,660,28-02-2025 02:02,49.96,Counter
7497,5004,3,766,14-02-2025 17:02,45.9,Seat
7498,5007,3,57,23-02-2025 02:08,43.77,Seat
7499,5008,4,323,04-03-2025 05:11,39.02,Seat
7500,5010,1,438,08-03-2025 23:04,45.27,Counter
7501,5010,2,38,10-03-2025 16:51,37.38,Seat
7502,5010,3,257,09-03-2025 13:25,25.99,Counter
7503,5011,4,524,25-02-2025 00:10,33.14,Seat
7504,5013,2,216,01-03-2025 23:20,30.31,Seat
7505,5013,3,771,11-03-2025 03:18,23.07,Counter
7506,5014,2,493,08-03-2025 06:08,43.77,Seat
7507,5014,2,116,28-02-2025 23:16,24.99,Counter
7508,5014,2,326,26-02-2025 08:01,40.22,Seat
7509,5015,1,79,10-03-2025 15:24,45.59,Counter
7510,5015,4,631,11-03-2025 00:39,18.31,Seat
7511,5018,4,687,03-03-2025 17:54,14.91,Seat
7512,5018,2,330,26-02-2025 21:52,25.82,Counter
7513,5019,3,827,10-03-2025 14:33,47.29,Counter
7514,5020,3,513,21-02-2025 18:11,16.47,Counter
7515,5020,3,299,03-03-2025 15:36,34.76,Counter
7516,5021,1,710,10-03-2025 11:13,30.34,Seat
7517,5021,2,355,22-02-2025 23:11,40.54,Seat
7518,5022,3,748,11-03-2025 21:19,13.75,Counter
7519,5023,3,384,04-03-2025 13:12,19.1,Counter
7520,5023,1,309,08-03-2025 19:41,48.14,Counter
7521,5023,1,327,10-03-2025 21:54,34.64,Seat
7522,5024,4,19,08-03-2025 09:58,17.21,Counter
7523,5025,4,350,09-03-2025 05:39,47.71,Counter
7524,5027,4,264,05-03-2025 22:55,48.81,Counter
7525,5028,3,718,04-03-2025 10:37,10.86,Counter
7526,5028,4,599,07-03-2025 04:37,33.91,Counter
7527,5029,1,376,10-03-2025 20:20,22.83,Seat
7528,5029,3,66,11-03-2025 22:13,34.41,Seat
7529,5030,3,9,05-03-2025 07:01,17.14,Counter
7530,5030,1,615,10-03-2025 01:58,29.43,Seat
7531,5030,4,169,03-03-2025 04:06,21.18,Counter
7532,5032,3,127,01-03-2025 04:33,28.23,Seat
7533,5032,2,15,08-03-2025 03:35,42.01,Seat
7534,5037,2,524,20-02-2025 14:48,38.24,Seat
7535,5039,4,584,11-03-2025 18:06,17.58,Counter
7536,5040,4,834,06-03-2025 04:46,17.77,Seat
7537,5040,3,810,11-03-2025 19:54,29.82,Seat
7538,5042,1,317,04-03-2025 23:08,31.52,Counter
7539,5043,3,233,11-03-2025 11:30,21.85,Seat
7540,5043,2,222,06-03-2025 15:06,19.93,Seat
7541,5043,2,623,05-03-2025 01:35,37.92,Counter
7542,5044,1,54,12-03-2025 02:44,29.25,Seat
7543,5044,1,830,11-03-2025 21:29,39.43,Seat
7544,5045,3,369,19-02-2025 00:28,49.99,Seat
7545,5045,4,6,25-02-2025 17:44,32.33,Seat
7546,5046,3,836,12-03-2025 11:07,24.35,Counter
7547,5046,2,166,12-03-2025 09:09,27.9,Seat
7548,5046,2,616,12-03-2025 07:39,18.46,Counter
7549,5047,3,210,08-03-2025 18:14,12.86,Counter
7550,5047,2,363,10-03-2025 09:14,49.4,Counter
7551,5048,1,428,06-03-2025 19:01,45.32,Counter
7552,5048,3,545,01-03-2025 21:39,46.48,Seat
7553,5049,3,700,23-02-2025 08:23,45.42,Counter
7554,5049,2,696,14-02-2025 12:34,42.66,Seat
7555,5049,1,42,04-03-2025 23:06,16.96,Seat
7556,5050,1,160,06-03-2025 12:10,11.22,Counter
7557,5050,2,448,04-03-2025 21:29,49.34,Counter
7558,5051,1,531,05-03-2025 19:53,43.02,Seat
7559,5052,4,727,06-03-2025 10:54,21.72,Seat
7560,5052,3,300,07-03-2025 17:47,33.96,Seat
7561,5056,4,357,21-02-2025 17:39,48.01,Counter
7562,5056,1,542,05-03-2025 01:16,16.77,Counter
7563,5056,1,167,23-02-2025 15:51,45.04,Seat
7564,5057,2,177,05-03-2025 10:15,26.17,Seat
7565,5057,2,596,08-03-2025 09:21,43.5,Seat
7566,5057,4,681,05-03-2025 13:00,14.76,Counter
7567,5059,2,805,01-03-2025 22:26,21.46,Counter
7568,5059,2,682,04-03-2025 22:38,49.4,Counter
7569,5059,3,92,21-02-2025 02:52,11.94,Seat
7570,5060,4,658,12-03-2025 11:56,45.22,Seat
7571,5060,1,120,12-03-2025 05:59,11.65,Counter
7572,5061,3,841,12-03-2025 08:28,36.01,Counter
7573,5061,3,157,12-03-2025 06:54,24.73,Counter
7574,5062,2,588,11-02-2025 14:39,40.27,Seat
7575,5062,2,369,21-02-2025 17:15,20.24,Counter
7576,5063,2,151,18-02-2025 17:48,16.03,Counter
7577,5065,4,106,23-02-2025 04:34,17.3,Counter
7578,5067,3,35,04-03-2025 15:46,26.45,Counter
7579,5067,4,306,19-02-2025 00:31,12.93,Counter
7580,5067,3,533,21-02-2025 01:27,46.09,Seat
7581,5068,3,406,10-03-2025 07:59,48.12,Counter
7582,5070,4,382,10-03-2025 13:10,18.26,Seat
7583,5071,2,385,12-03-2025 00:00,48.51,Counter
7584,5073,4,120,16-02-2025 17:23,19.68,Seat
7585,5074,1,170,11-03-2025 08:56,31.1,Counter
7586,5076,1,171,09-03-2025 09:24,33.8,Seat
7587,5076,3,537,22-02-2025 03:39,21.03,Counter
7588,5077,3,777,25-02-2025 15:58,45.19,Counter
7589,5078,3,593,08-03-2025 18:30,26.86,Counter
7590,5079,3,611,24-02-2025 05:23,42.63,Seat
7591,5080,1,790,02-03-2025 11:12,10.6,Seat
7592,5080,1,247,06-03-2025 11:12,41.08,Seat
7593,5083,4,302,28-02-2025 05:21,18.62,Seat
7594,5083,1,565,07-03-2025 17:30,25.8,Seat
7595,5083,4,7,10-03-2025 05:32,40.87,Seat
7596,5084,1,260,07-03-2025 13:27,36.05,Counter
7597,5086,1,801,06-03-2025 09:07,37.77,Seat
7598,5087,4,211,11-03-2025 10:49,47.97,Seat
7599,5088,1,721,19-02-2025 17:07,48.11,Counter
7600,5088,1,39,05-03-2025 18:00,21.03,Seat
7601,5088,4,73,23-02-2025 02:41,23.03,Counter
7602,5091,4,307,07-03-2025 23:34,17.15,Counter
7603,5092,3,353,11-03-2025 16:59,41.27,Seat
7604,5092,2,634,24-02-2025 23:52,30.04,Seat
7605,5093,2,392,06-03-2025 21:53,33.14,Counter
7606,5096,3,32,11-03-2025 01:17,33.28,Seat
7607,5096,1,554,10-03-2025 16:38,17.26,Seat
7608,5097,2,351,02-03-2025 12:48,49.89,Counter
7609,5098,4,425,03-03-2025 02:10,47.33,Seat
7610,5098,4,481,05-03-2025 10:43,29.65,Counter
7611,5100,2,11,21-02-2025 02:18,33.77,Seat
7612,5100,2,791,20-02-2025 14:47,24.77,Counter
7613,5100,2,302,23-02-2025 21:43,21.85,Seat
7614,5102,4,673,09-03-2025 14:04,15.41,Counter
7615,5102,3,755,02-03-2025 07:02,45.74,Seat
7616,5102,2,149,21-02-2025 22:45,17.24,Counter
7617,5106,3,823,04-03-2025 09:41,34.76,Seat
7618,5106,3,199,05-03-2025 20:17,27.8,Counter
7619,5106,2,569,06-03-2025 13:49,36.99,Seat
7620,5107,2,240,05-03-2025 19:49,14.02,Seat
7621,5107,3,502,11-03-2025 16:03,40.26,Counter
7622,5107,3,801,11-03-2025 08:37,17.19,Counter
7623,5109,2,105,05-03-2025 14:23,14.18,Seat
7624,5110,2,718,04-03-2025 10:19,24.82,Seat
7625,5110,1,206,06-03-2025 01:17,42.5,Counter
7626,5110,2,336,06-03-2025 09:11,36.47,Seat
7627,5114,4,150,09-03-2025 10:20,15.86,Seat
7628,5114,1,559,10-03-2025 00:16,13.44,Seat
7629,5114,2,333,11-03-2025 07:43,14.71,Counter
7630,5115,2,276,12-03-2025 01:05,26.97,Counter
7631,5115,2,614,12-03-2025 03:59,37.51,Counter
7632,5115,3,812,10-03-2025 15:13,28.23,Seat
7633,5116,2,117,11-03-2025 03:27,24.98,Counter
7634,5117,2,450,23-02-2025 04:19,44.06,Counter
7635,5117,4,778,06-03-2025 03:57,33.77,Counter
7636,5118,2,567,01-03-2025 02:11,21.94,Counter
7637,5118,1,689,09-03-2025 06:27,25.9,Counter
7638,5119,3,128,11-03-2025 16:49,42.87,Seat
7639,5122,2,647,27-02-2025 06:36,44.86,Counter
7640,5123,4,412,11-03-2025 11:32,42.2,Counter
7641,5123,3,109,12-03-2025 02:04,18.34,Counter
7642,5123,2,362,12-03-2025 12:03,30.44,Seat
7643,5124,2,180,23-02-2025 13:27,37,Seat
7644,5124,2,723,23-02-2025 07:32,36.88,Seat
7645,5124,2,334,11-03-2025 13:16,21.34,Seat
7646,5126,2,839,25-02-2025 03:55,28.38,Seat
7647,5126,3,223,25-02-2025 17:07,45.76,Counter
7648,5126,3,368,10-03-2025 23:15,37.62,Counter
7649,5128,1,169,11-03-2025 19:27,42.96,Counter
7650,5128,4,395,07-03-2025 13:16,31.62,Seat
7651,5128,4,178,08-03-2025 03:18,45.58,Counter
7652,5129,2,101,02-03-2025 08:09,44.94,Counter
7653,5132,3,605,09-03-2025 03:00,49.04,Seat
7654,5132,1,460,10-03-2025 13:31,33.59,Seat
7655,5132,4,143,03-03-2025 12:43,43.39,Counter
7656,5133,3,74,02-03-2025 23:00,13.43,Seat
7657,5133,3,611,01-03-2025 10:38,15.14,Counter
7658,5133,1,50,02-03-2025 11:24,31.17,Seat
7659,5134,2,100,14-02-2025 23:51,18.96,Counter
7660,5134,2,784,13-02-2025 11:41,48.5,Counter
7661,5134,2,797,12-02-2025 20:51,17.17,Counter
7662,5135,3,26,04-03-2025 04:32,33.11,Seat
7663,5135,3,568,11-03-2025 13:12,42.95,Counter
7664,5135,3,355,03-03-2025 22:37,32.62,Seat
7665,5137,4,739,27-02-2025 08:48,41.45,Counter
7666,5137,4,234,04-03-2025 15:39,20.92,Counter
7667,5137,4,593,16-02-2025 05:46,25.08,Seat
7668,5140,4,542,17-02-2025 04:45,29.8,Seat
7669,5140,2,190,23-02-2025 14:57,27.35,Seat
7670,5140,2,74,08-03-2025 19:03,38.56,Seat
7671,5141,2,14,08-03-2025 21:07,17.77,Counter
7672,5141,2,841,21-02-2025 00:07,18.88,Seat
7673,5141,4,591,02-03-2025 00:07,45.64,Seat
7674,5142,3,729,11-03-2025 03:32,23.93,Seat
7675,5142,2,173,12-03-2025 08:37,41.67,Counter
7676,5143,3,828,08-03-2025 10:02,32.26,Seat
7677,5143,3,838,09-03-2025 04:44,39.45,Seat
7678,5143,3,635,12-03-2025 00:43,41.71,Seat
7679,5144,3,459,11-03-2025 20:53,35.15,Counter
7680,5144,2,662,09-03-2025 04:18,19.6,Counter
7681,5144,3,7,10-03-2025 22:38,16.34,Counter
7682,5145,4,586,07-03-2025 16:55,33.91,Counter
7683,5145,4,648,06-03-2025 10:06,34.75,Seat
7684,5145,2,428,10-03-2025 08:29,31.92,Counter
7685,5148,4,183,01-03-2025 03:21,47.43,Seat
7686,5150,3,285,18-02-2025 05:43,29.82,Seat
7687,5150,1,824,08-03-2025 08:44,42.08,Seat
7688,5150,4,209,23-02-2025 13:01,28.63,Seat
7689,5152,1,509,18-02-2025 12:00,33.56,Counter
7690,5152,1,688,07-03-2025 08:23,42.51,Seat
7691,5153,3,451,22-02-2025 01:30,34.73,Seat
7692,5154,1,163,10-03-2025 01:26,29.52,Counter
7693,5155,4,66,01-03-2025 01:29,41.01,Seat
7694,5156,4,136,23-02-2025 02:18,15.31,Seat
7695,5156,3,36,06-03-2025 19:51,20.1,Counter
7696,5156,2,497,04-03-2025 00:44,27.06,Seat
7697,5157,2,208,09-03-2025 22:39,28.83,Seat
7698,5159,2,804,11-03-2025 13:49,14.9,Seat
7699,5159,4,366,12-03-2025 07:11,12.19,Seat
7700,5160,4,249,09-03-2025 13:44,16.66,Counter
7701,5160,4,40,10-03-2025 23:37,32.65,Seat
7702,5161,4,434,27-02-2025 17:13,40.18,Seat
7703,5161,2,228,24-02-2025 02:43,41.86,Counter
7704,5161,3,372,28-02-2025 03:31,38.01,Counter
7705,5162,4,545,11-03-2025 12:18,32.04,Counter
7706,5162,1,130,07-03-2025 09:45,31.55,Seat
7707,5163,4,776,05-03-2025 10:04,34.64,Counter
7708,5164,4,511,09-03-2025 00:33,37.35,Seat
7709,5165,3,718,11-03-2025 14:32,21.84,Counter
7710,5165,2,215,11-03-2025 04:53,41.97,Seat
7711,5165,1,347,07-03-2025 16:40,40.8,Counter
7712,5166,3,740,01-03-2025 19:04,25.74,Counter
7713,5166,4,120,04-03-2025 14:45,34.83,Seat
